xxx_3425388906	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		0				也许，我无法抵达那个位置， 拼尽全力都抵达不了。	0
2		0				但即便如此，我依旧选择迈开脚步，奔跑起来。	0
3		0				啊……一定是这样的，我一定是为了能够触及到那道光芒，才奔跑起来的。	0
4		0				映入眼帘的是一望无际的天空。	0
5		0				那是无需仰视，仅仅是目视前方便能看到的风景。	0
6		0				没有可以踏足的道路，也没有尽头。	0
7		0				与生活在地面上的人不同，生活在新恒提罗的人们似乎并没有“边界”的概念。	0
8		0				可即便如此，她们似乎依旧被什么东西拖住了脚步。	0
9		0				……	0
10		0				正是这一望无际的天空。	0
11		0				那是即便全力奔跑，也无法越过的屏障。	0
13		0				在一切“纷争”都已被完美解决的天空之城中，那些困扰着地面世界的人们的问题，似乎也并没有消弭。	0
14		0				强风吹拂，少女松开了手中的纸飞机。	0
15		0				白色的机翼短暂地切开天空。	0
16		0				随后，没入视线无法穿透的云层。	0
17		0				坠入大地。	0
18		6	友人A		Play_Vo_dlc33ep1_lameiA_01	呜……再过一个月就要毕业了啊……	0
19		0				吹开遮挡着视线的斜刘海，个子娇小的女孩仰面感叹道。	0
20		6	友人B		Play_Vo_dlc33ep1_lameiB_01	是啊，到时候我就能回家继承便利店啦~	0
21		0				而回应她的，则是梳着一头漂亮金色卷发的女孩。	0
22		4	友人A		Play_Vo_dlc33ep1_lameiA_02	诶？你不打算考大学吗？	0
23		5	友人B		Play_Vo_dlc33ep1_lameiB_02	考得上再说呗。	0
24		6	米娅		Play_Vo_dlc33ep1_girl023_01	喂喂，你就这么放弃了？	0
25		6	友人B		Play_Vo_dlc33ep1_lameiB_03	没办法啊，我已经尽力了，但真的不是读书的料。	0
26		6	友人A		Play_Vo_dlc33ep1_lameiA_03	就是就是！哪像米娅，天天玩还能考这么好。	0
27		6	米娅		Play_Vo_dlc33ep1_girl023_02	谢谢夸奖~哎，等等……你该不会是在讽刺我吧？！	0
28		0				少女突然反应了过来。	0
29		1	友人A		Play_Vo_dlc33ep1_lameiA_04	哎嘿嘿，被发现了~	0
30		0				刚刚还满脸坏笑的小个子女孩很快便发出了令人同情的悲鸣。	0
31		0				看着两人，金发的女孩叹了一口气，随即又认真地看向了米娅。	0
32		1	友人B		Play_Vo_dlc33ep1_lameiB_04	对了，米娅，你有想过毕业了要成为什么样的人吗？	0
33		3	米娅		Play_Vo_dlc33ep1_girl023_03	什么样的人？嗯……啊，对了，我要成为天启者~	0
34		1	友人B		Play_Vo_dlc33ep1_lameiB_05	……	0
35		6	友人A		Play_Vo_dlc33ep1_lameiA_05	唔……那以后我们一起玩的机会就少了呀……	0
36		1	友人B		Play_Vo_dlc33ep1_lameiB_06	喂，天启者什么的明显是在开玩笑吧。而且我不是问这个，我是想知道——	0
37		0	友人B		Play_Vo_dlc33ep1_lameiB_07	刚体，升格体，米娅会选择哪一边呢？	0
38		6	友人A		Play_Vo_dlc33ep1_lameiA_06	我选刚体！	0
39		6	友人B		Play_Vo_dlc33ep1_lameiB_08	没问你啦。	0
40		6	米娅		Play_Vo_dlc33ep1_girl023_04	唔，我想想哦……	0
41		6	友人A		Play_Vo_dlc33ep1_lameiA_07	肯定是刚体吧！米娅不是也住在刚体区吗？	0
42		6	友人B		Play_Vo_dlc33ep1_lameiB_09	都说了我没问你啦。	0
43		0	友人B		Play_Vo_dlc33ep1_lameiB_10	而且住在刚体区，也代表不了一定就要选择刚体对吧……	0
44		6	米娅		Play_Vo_dlc33ep1_girl023_05	嗯！我觉得升格体也挺不错的~	0
45		6	友人A		Play_Vo_dlc33ep1_lameiA_08	这么说，米娅想要成为升格体？	0
46		6	米娅		Play_Vo_dlc33ep1_girl023_06	说不定是哦~	0
47		4	友人A		Play_Vo_dlc33ep1_lameiA_09	哎……怎么还是“说不定”嘛……	0
48		4	友人A		Play_Vo_dlc33ep1_lameiA_10	班上有一半的女生都已经决定未来的方向了，米娅还在犹豫吗？	0
49		5	友人B		Play_Vo_dlc33ep1_lameiB_11	就是就是，这可不像米娅你啊。	0
50		4	友人A		Play_Vo_dlc33ep1_lameiA_11	呜呜呜……要是米娅选择刚体就好了。	0
51		6	米娅		Play_Vo_dlc33ep1_girl023_07	都说了还没决定啦！你还真是老样子，完全听不进人话呢。	0
52		6	友人A		Play_Vo_dlc33ep1_lameiA_12	呜……我就是这样的人嘛，也就只有你们能理解我了。	0
53		0				理解……吗？	0
54		0				名叫米娅的少女仰望着那片触手可及的天空。	0
55		0				在这座悬浮之城，云层就在脚下，苍穹近在咫尺。	0
56		0				可当她听到"理解"这个词时，却依旧感到一阵莫名的疏离。	0
57		0				新恒提罗这座奇迹般的城市，给了她们触摸天空的权利，但也却从未告诉她们该如何飞翔。	0
58		0				就像那只被放飞的纸飞机一般。	0
59		0				能做到的，不过是短暂地划过天际。	0
60		0	飞艇广播		Play_Vo_dlc33ep1_xitong_01	尊敬的各位乘客，“彩羽”号已抵达新恒提罗空港，感谢您乘坐本次航班，预祝您拥有一段美好的旅程……	0
61		0				伴随着熟悉的广播音响起，我又回到了这座对我而言意义非凡的城市。	0
62		6	晴		Play_Vo_dlc33ep1_girl006b_01	这里就是新恒提罗……	0
63		0	分析员夜魇			没错，远离尘世的天空之城，新恒提罗。	0
64		0	分析员夜魇			怎么样，晴对这里的第一印象如何？	0
65		6	晴		Play_Vo_dlc33ep1_girl006b_02	收到，是要我评估一下当下的作战环境吗？	0
66		0				晴的回答，让我一时间竟不知如何回复。	0
67		0				老实说，我只是想问问她对这座城市的直观感受。	0
68		0				但看着她那副如临大敌的认真模样，我还是将到嘴边的话又咽了回去。	0
69		6	晴		Play_Vo_dlc33ep1_girl006b_03	这里的视野过于开阔，缺乏掩体。	0
70		6	晴		Play_Vo_dlc33ep1_girl006b_04	原本以为这里的防御工事会和米德加尔特是同一级别，但实际上，好像并非如此。	0
71		6	晴		Play_Vo_dlc33ep1_girl006b_05	……不过，也有可能是采用了与常规方式不同的防御系统。	0
72		6	晴		Play_Vo_dlc33ep1_girl006b_06	啊，原来如此，那些漂浮在四周的群岛，其实就是防御链吗……	0
73		0	分析员夜魇			很敏锐。晴，你的判断很准确。	0
74		0	分析员夜魇			不过，如果用另外一种视角去看这座城市呢？	0
75		6	晴		Play_Vo_dlc33ep1_girl006b_07	哎？……分析员是指？	0
76		0	分析员夜魇			试着想象一下，晴现在只是一名普通的旅客。	0
77		6	晴		Play_Vo_dlc33ep1_girl006b_08	……	0
78		0				晴的脸上浮现出一丝淡淡的红晕，她瞬间便理解了我的本意。	0
79		6	晴		Play_Vo_dlc33ep1_girl006b_09	嗯，我明白了。	0
80		0				轻轻闭上眼睛，像是在调整呼吸节奏。	0
81		0				几秒过后，她缓缓地睁了眼。	0
82		6	晴		Play_Vo_dlc33ep1_girl006b_10	第一印象大概还是空阔吧，比我想象的……还要空阔。	0
