xxx_1519962686	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		9	米娅星彩		Play_Vo_dlc33ep11_girl023_01	这一次，不会再让你从我这儿溜走了！	0
2		0	起源物种		Play_Vo_dlc33ep11_boss210_01	唔呃！！！！	0
3		0				那怪物本想振翅起飞，但是那刚刚羽化出的翅膀，却被米娅一枪轰碎。	0
4		0				霎时间，璀璨的羽翼碎片如同星屑般飘满整个宇宙，而后，下坠。成为了将其死死扣牢在这片大地上的暴雨。	0
5		6	米娅星彩		Play_Vo_dlc33ep11_girl023_02	分析员，晴姐姐，就是现在！	0
6		6	晴霆光		Play_Vo_dlc33ep11_girl006b_01	收到，最后一击就交给我……	0
b-1	b-1	0					0
7	b-1-1	0				站到晴的身边。	0
8		6	晴霆光		Play_Vo_dlc33ep11_girl006b_02	分析员？！	0
9		0	分析员战斗			晴，一起上吧。	0
10		6	晴霆光		Play_Vo_dlc33ep11_girl006b_03	……嗯！	0
11		0				无数的光粒从我们的脚下涌现，流向少女的剑刃上，汇聚成了切开黑暗的光柱。	0
b-2	b-2	0					0
12	b-2-1	0				握紧她手中的剑柄	0
13		0	分析员战斗			仅以此剑为引——	0
14		0	晴霆光		Play_Vo_dlc33ep11_girl006b_04	万般思念，化作光芒，汇聚此刃——	0
15		0	同声		Play_Vo_dlc33ep11_girl006b_05	霆光，永劫断绝！！！	0
16		0	起源物种		Play_Vo_dlc33ep11_boss210_02	咳……	0
17		0	起源物种		Play_Vo_dlc33ep11_boss210_03	还没有结束……我……	0
18		0				最后的言语还没有说完，自它胸口那狰狞的空洞开始，崩塌便已开始蔓延。	0
19		0				伴随着响彻虚空的巨响，那头诞生于恐惧中的巨兽轰然倒地。	0
20		0				它的身躯寸寸破溃，化作炙热的能量，在虚空中激荡起一股强劲的飓风。	0
21		0				整个空间似乎也被这股飓风洗涤，色彩，如同潮水般褪去。	0
22		0				“心流内景，于此展开”	0
23		0				最后在意识即将消散的边际，她听见身旁的人这么念道。	0
24		0				紧接着，一阵温柔的辉光将她轻轻包裹……	0
25		6	晴霆光		Play_Vo_dlc33ep11_girl006b_06	这里是……啊，分析员？！	0
26		0				再次醒来后，身边没有任何人。	0
27		0				但这里似乎又处处遍布着playername的气息。	0
28		0				掌心的郁金香发卡忽然泛起微光。	0
29		0				“他一定在前方。”	0
30		0				这个念头让剧烈跳动的心脏渐渐平息。	0
31		0				她拍了拍身上的星屑，向着通道的尽头迈出脚步。	0
32		0				而奇怪的是，随着她的移动，整个世界也飞速变化起来。	0
33		0				啪。	0
34		0				第一朵粉色郁金香在脚边绽放。	0
35		0				接着是第二朵、第三朵……	0
36		0				等回过神来时，少女已置身于无垠的花海中。	0
37		6	晴霆光		Play_Vo_dlc33ep11_girl006b_07	啊……	0
38		0				绵延的小路中段，露出了两道熟悉又陌生的剪影。	0
39		0				那是曾在黑洞中为她指引方向的朦胧人影。	0
40		0				只是这一次，雾气已然散开，少女看清了面前人影的模样。	0
41		0				其中一人，是在那时未能来得及道别的父亲。而另一人则是……	0
42		0				纵使记忆中的面容早已褪色，可当那双如出一辙的琥珀色眼眸映入瞳孔时，一切过往如梦初醒。	0
43		0				在尚未学会行走的岁月中，正是面前的女人，用她那双温暖且轻柔的手臂，支撑起了自己全部的重量。	0
