xxx_173311655	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		9	芙提雅驰掣		Play_Vo_dlc33ep7_girl004b_01	啊，分析员！！	0
2		0				晚些时候，我和晴回到了汉诺塔下。	0
3		0				恰在此时，世界树支援部队的运输机正缓缓收起最后一片旋翼。	0
4		0	分析员战斗			哦，芙提雅，猫汐尔，还有……小望吗？！你们什么时候到的啊？	0
5		6	望		Play_Vo_dlc33ep7_npc062_01	我们也是刚刚落地哦。	0
6		6	望		Play_Vo_dlc33ep7_npc062_02	真是的，分析员来新恒提罗怎么也不和我说一声啊~如果提前打招呼的话，我一定就过来给你当向导了。	0
7		6	宇迦		Play_Vo_dlc33ep7_npc100_01	这一次的向导，由我来担当。	0
8		5	望		Play_Vo_dlc33ep7_npc062_03	她是哪位……	0
9		0				小望目光轻轻扫过宇迦，语气里不经意间带上一丝醋意。	0
10		0	分析员战斗			咳，这次任务一开始属于机密范畴，还请你理解。不过……没想到大家这么巧，居然同时抵达。	0
11		4	芙提雅驰掣		Play_Vo_dlc33ep7_girl004b_02	嘿嘿嘿，是啊是啊~	0
12		5	猫汐尔溯影		Play_Vo_dlc33ep7_girl012a_01	一切都是平板与博爱之神的选择喵。	0
13		6	宇迦		Play_Vo_dlc33ep7_npc100_02	……喵？	0
14		6	猫汐尔溯影		Play_Vo_dlc33ep7_girl012a_02	别在意，这只是我的口癖喵。	0
15		6	猫汐尔溯影		Play_Vo_dlc33ep7_girl012a_03	顺便说明，平板与博爱之神是我三秒前刚编的设定喵。	0
16		9	宇迦		Play_Vo_dlc33ep7_npc100_03	明白了……	0
17		0				居然已经学会赶在我之前，自己吐槽自己了……	0
18		6	猫汐尔溯影		Play_Vo_dlc33ep7_girl012a_04	总之，先让我检查下分析员有没有受伤喵。	0
19		5	芙提雅驰掣		Play_Vo_dlc33ep7_girl004b_03	对对，要好好检查才行！	0
20		4	猫汐尔溯影		Play_Vo_dlc33ep7_girl012a_05	贴贴喵——	0
b-1	b-1	0					0
21	b-1-1	0				喂，猫汐尔……	0
22		0				还没等我把话说完，两个娇小的女孩便撞入怀中。芙提雅纤细的手指轻轻拂过我的手臂与胸膛，而猫汐尔则蹲下身仔细地检查起我的下半身。	0
23		6	猫汐尔溯影		Play_Vo_dlc33ep7_girl012a_06	嗅嗅，腰部以下确认完毕，没有任何什么伤口喵。	0
24		6	芙提雅驰掣		Play_Vo_dlc33ep7_girl004b_04	上半身也……啊，等等……够不到分析员的头。	0
25		6	芙提雅驰掣		Play_Vo_dlc33ep7_girl004b_05	分析员分析员，可以蹲下来一点点吗？就一点点~	0
26		0	分析员战斗			好。	0
27		0				我笑了笑，随即便缓缓蹲下身来，直到视线略低于芙提雅的发顶。	0
28		0				她身上源源不断传来热气，像是揣着个小暖炉似的，烘得我鼻尖发烫，连带着心头也泛起阵阵暖意。	0
29		6	宇迦		Play_Vo_dlc33ep7_npc100_04	……	0
30		0				宇迦张了张嘴，像条搁浅的鱼似的僵在原地。她精心准备好的欢迎词在舌尖打了个转，又被悄然咽下。	0
31		4	晴霆光		Play_Vo_dlc33ep7_girl006b_01	习惯就好。	0
32		9	里芙无限之视		Play_Vo_dlc33ep7_girl002b_01	没想到还有机会再回到这里……	0
33		0				高跟轻叩地面的脆响中，一个挺拔的身影踏破夜色而来。	0
34		0				银白的长发在月光中流转，如同银河倾泻。当我们的目光在夜色中相接时，她的唇角勾起了一弯令人安心的笑意。	0
35		0				她没有丝毫迟疑，径直走向我，而后轻轻踮起脚尖，在我颊边落下一个自然的吻。	0
36		6	里芙无限之视		Play_Vo_dlc33ep7_girl002b_02	亲爱的，我到了。	0
37		0	分析员战斗			里芙也到了……哦？你把新研发的机兵也带来了啊。	0
38		6	里芙无限之视		Play_Vo_dlc33ep7_girl002b_03	嗯，这批经过改装过后的卫城学院三型机兵，非常适合在城市作战，能有效地弥补上地面的火力缺口。	0
39		0	分析员战斗			不愧是里芙，总是考虑得那么周全……对了，你手里拎着的是？	0
40		6	里芙无限之视		Play_Vo_dlc33ep7_girl002b_04	啊，这是辰星听说你们要在歧路宇宙作战，特意煲的核桃排骨汤。	0
41		6	里芙无限之视		Play_Vo_dlc33ep7_girl002b_05	对了，还有这些是苔丝准备的补脑水果派。	0
42		0				方才还身姿笔挺的里芙，此刻竟围着临时拼凑的餐桌忙前忙后。她变戏法似的从货箱中端出了一道道美食。	0
43		0				食物的热气裹挟着诱人香气在夜空中弥漫开来。	0
44		0	分析员战斗			真是及时了，我正好肚子饿了。不过，这么多我一个人可吃不完。	0
45		0	分析员战斗			大家一起来吃吧。	0
46		0				我笑着朝四周挥了挥手，招呼众人过来。	0
47		0				就这样，这个原本充斥着紧张气息的夜晚，连带着大家的表情一起柔和了下来。	0
48		0				……	0
49		0				只是，我环顾四周，我才突然意识，欢笑声中似乎缺少了点什么。	0
50		0	分析员战斗			对了，宇迦，怎么没看到米娅？	0
51		6	宇迦		Play_Vo_dlc33ep7_npc100_05	她一小时前去休息了。	0
52		6	宇迦		Play_Vo_dlc33ep7_npc100_06	不必担心，只是体力透支。虽然她执意要等您回来，但看她站着都能睡着的样子，我还是强行把她送回宿舍了。	0
53		0	分析员战斗			这样啊……	0
54		0				奇怪，总觉得米娅应该不会这么容易被说动……	0
55		6	宇迦		Play_Vo_dlc33ep7_npc100_07	其实我建议二位也去休息一下。毕竟观星室的登入装置还需升级一下。	0
56		6	芙提雅驰掣		Play_Vo_dlc33ep7_girl004b_06	嗯，那个就交给小老师吧。	0
57		6	里芙无限之视		Play_Vo_dlc33ep7_girl002b_06	趁这段时间，亲爱的就去小憩一会儿吧。你们在天界乐土已经消耗了太多精力了。	0
58		6	里芙无限之视		Play_Vo_dlc33ep7_girl002b_07	这里，暂时有我们在。	0
59		0	分析员战斗			既然大家都这么说了，那么晴，我们之后就去休息一会儿吧，就当做是为接下来的战斗养精蓄锐了。	0
60		6	晴霆光		Play_Vo_dlc33ep7_girl006b_02	收到。	0
61		0	分析员战斗			对了，芙提雅，在晚饭前，可以单独聊聊吗？	0
62		6	芙提雅驰掣		Play_Vo_dlc33ep7_girl004b_07	什么什么~	0
63		0	分析员战斗			是这样的……	0
64		0				晚饭过后，我和晴按照大家的建议，来到宇迦准备的房间休息。	0
65		0				但是，躺在床上，望着漆黑的天花板我却怎么也睡不着。	0
66		0				未知的敌人，守护这座城市的诺言……刚刚的温暖此刻正像退潮般从指缝间溜走。	0
67		0				于是，许久过后，我还是起身穿上了衣服。也许夜风能吹散这些纷乱的思绪。	0
68		0				然而，在推开门的瞬间——	0
69		6	米娅星彩		Play_Vo_dlc33ep7_girl023_01	哇呼~	0
70		0	分析员战斗			米娅？！	0
71		0				米娅慌忙站起身来，夜风拂过她的发梢，将台阶前的月光剪碎。她有些不好意思地拍了拍裙摆。	0
72		6	米娅星彩		Play_Vo_dlc33ep7_girl023_02	抱歉，抱歉，我吓到你了吗？	0
73		0	分析员战斗			那倒不至于……话说米娅怎么会在这儿，你不是去休息了吗？	0
74		6	米娅星彩		Play_Vo_dlc33ep7_girl023_03	嘿嘿，我睡饱了就忍不住想来找你了嘛。	0
75		6	米娅星彩		Play_Vo_dlc33ep7_girl023_04	但是……走到门口后又怕敲门声会吵醒你，所以就自作主张，在这里蹲着你喽~	0
76		0	分析员战斗			台阶这么凉，要小心感冒哦。	0
77		6	米娅星彩		Play_Vo_dlc33ep7_girl023_05	嘿嘿，但是今晚的星星特别好看~	0
78		0	分析员战斗			这两件事可没有任何关联吧……算了，也好。	0
79		6	米娅星彩		Play_Vo_dlc33ep7_girl023_06	分析员？	0
80		0	分析员战斗			带我去个方便看星星的地方吧。特意守在门口，米娅应该是有什么话想说吧？	0
81		6	米娅星彩			……	0
82		0				被我说中了心事的少女先是一愣，短暂的沉默后，少女抬起头，嘴角努力扬起熟悉的弧度，用力点了点头。	0
83		6	米娅星彩		Play_Vo_dlc33ep7_girl023_07	嗯！	0
84		0				片刻过后，在少女的带领下，穿过弯弯绕绕的小路，我们来到3号避难所旁一处精心设计的人工观景台上。	0
85		0				在这里，璀璨星河与远处城市的灯火轮廓尽收眼底，我们仿佛置身于两个世界的交界处。	0
86		0				少女仰望着星空，流转的星光坠入她清澈的眼眸，那一刻美得令人屏息。	0
87		6	米娅星彩		Play_Vo_dlc33ep7_girl023_08	分析员分析员快看，站在这里的话，好像一伸手就能抓到星星哎~	0
88		0	分析员战斗			能抓住的只有光哦，最近的星星距离我们也有好几光年远呢。	0
89		6	米娅星彩		Play_Vo_dlc33ep7_girl023_09	是这样吗……	0
90		0	分析员战斗			嗯，想要触碰到本体的话，就必须跨越这片天空。	0
91		6	米娅星彩		Play_Vo_dlc33ep7_girl023_10	呵呵呵~听上去还真不容易呢。	0
92		6	米娅星彩		Play_Vo_dlc33ep7_girl023_11	但即便如此……	0
95		0				米娅缓缓抬起手，纤细的指尖在夜空中微微张开，仿佛要接住星星一样，在空中微微弯曲了手指，但最终，还是像一片阴影般，轻轻落回膝头。	0
97		6	米娅星彩		Play_Vo_dlc33ep7_girl023_15	分析员，我想……	0
98		0				她的眼中的星光渐渐暗淡了下来。	0
99		0	分析员战斗			想什么？	0
100		6	米娅星彩		Play_Vo_dlc33ep7_girl023_16	我想我果然，还是不要成为天启者了吧。	0
101		0				我盯着她紧紧握紧的双拳，没有做出任何回应。	0
102		0				米娅的睫毛慌乱地颤动了几下，突然开始语无伦次地列举着理由——	0
103		6	米娅星彩		Play_Vo_dlc33ep7_girl023_17	你看嘛，我这个人总是笨手笨脚的，就算穿着这么厉害的战术套装也帮不上大家什么忙。	0
104		6	米娅星彩		Play_Vo_dlc33ep7_girl023_18	先是没控制好力度，一拳打碎了汉诺塔的柱子。	0
105		6	米娅星彩		Play_Vo_dlc33ep7_girl023_19	然后在天界乐土里又被那个罗赞钻了空子，害得分析员手臂受伤。	0
106		6	米娅星彩		Play_Vo_dlc33ep7_girl023_20	还有……就是在楼道里。	0
107		6	米娅星彩		Play_Vo_dlc33ep7_girl023_21	因为我的犹豫不决，差点害得大家都陷入险境……	0
108		6	米娅星彩		Play_Vo_dlc33ep7_girl023_22	所以，我想，现在的我可能的确还没做好成为天启者的准备。	0
109		6	米娅星彩		Play_Vo_dlc33ep7_girl023_23	在捅出更大的篓子之前，还是先把这套战术套装还给宇迦比较好吧？	0
110		0				每个音节都像是临时从喉咙里挤出来的，生硬又急促。	0
111		0	分析员战斗			米娅……	0
112		6	米娅星彩		Play_Vo_dlc33ep7_girl023_24	啊！对了对了，分析员不要误会，我这绝对不是要撂挑子的意思哇！	0
113		6	米娅星彩		Play_Vo_dlc33ep7_girl023_25	就算不去前线，我也会好好做支援工作的！	0
114		0				她依旧继续自顾自地说着，但是却一直不敢直视我的眼睛。	0
115		0	分析员战斗			……所以，米娅特意等在门口，就是为了说这个？	0
116		6	米娅星彩		Play_Vo_dlc33ep7_girl023_26	……嗯。	0
117		0				星光下，她的侧脸轮廓显得格外单薄，那句小小应声，也如落叶般消失在夜风里。	0
118		0	分析员战斗			好吧，我明白了。看来米娅确实已经深刻认识到“天启者的责任”意味着什么了。	0
119		0	分析员战斗			我会去和宇迦沟通的。	0
120		6	米娅星彩		Play_Vo_dlc33ep7_girl023_27	谢谢分析员……	0
121		0				她的声音越来越小。	0
122		0	分析员战斗			对了，不过在那之前，我也有话想对米娅说。	0
123		6	米娅星彩		Play_Vo_dlc33ep7_girl023_28	什么……	0
124		0	分析员战斗			虽然时间不长，但在你身上，我看到了久违的新人干劲。	0
125		0	分析员战斗			让我不禁想起自己刚进安全部时的样子了。	0
126		6	米娅星彩		Play_Vo_dlc33ep7_girl023_29	我，我怎么可能和分析员比……	0
127		0				语毕，她别过脸去，假装被夜风吹迷了眼睛。	0
128		0				但分明，我看见她飞快地用袖子抹了抹眼角。	0
129		0	分析员战斗			在我眼里，你的表现远没有你自己说的那么糟糕哦。	0
130		0	分析员战斗			老实说，如果没有你的帮助，我们根本进不了天界乐土。	0
131		0	分析员战斗			楼道里要不是你拖住异化人，我也赶不及救援。	0
132		0	分析员战斗			记住，你已经做得很好了。	0
b-2	b-2	0					0
133	b-2-1	0				揉一揉女孩的脸蛋。	0
134		0	米娅星彩		Play_Vo_dlc33ep7_girl023_30	我才没有那么厉害……	0
135		0				虽然少女的尾音抖得发颤，但在这句自嘲的话语后，她的肩膀却渐渐放松下来，攥紧的拳头不知何时也已经松开。	0
b-3	b-3	0					0
