xxx_3125371427	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		0				现在是中午十二点十分，我早早等候在了约好的地点。	0
2		0				约定的时间是十二点半，午后阳光正好，我正在路边张望着，恰巧见到晴迈着匆匆忙的步子小跑过来。	0
3		6	晴霆光			分析员，我在这里！	0
4		6	晴霆光			你来得好早啊，我原本以为我会先到的……	0
5		6	晴霆光			我应该再早一点来才好的……	0
6		0				晴有一句没一句地和我搭上了话。	0
7		0				——我当然知道晴有早到的习惯，特意提早了半个小时等她。	0
8		0				于是我目送着少女向我跑来，她的眼中闪烁着雀跃的光。	0
9		0				我注意到她的脸蛋上多了不少虽说粗糙但很用心的妆容，似乎出发前早有准备。	0
10		0				是晴的风格没错了。	0
11		0	分析员无帽			今天的打扮很不错。	0
12		6	晴霆光			啊……哪，哪有打扮？我不过是随意收拾了一下……	0
13		0				她似是有些心虚，连忙换了个话题。	0
14		6	晴霆光			啊对了，我们今天是准备去哪里……我是说，约会？	0
15		6	晴霆光			我已经准备好了。	0
16		0				她的神色自然跃跃欲试，而我的回答则简单明了。	0
17		0	分析员无帽			去你想的任何地方。	0
18		0				事实上，晴脑补的约会十分单纯且朴素。	0
19		0				她能想到的约会画面大多都是些诸如“手牵手一起逛街”或者“二人互相买礼物”之类的常规场景，若非得说更进一步的话……互相进行食物投喂应当算是比较出格的了。	0
20		0				对此我表示可能这就是晴的风格吧。	0
21		0				于是在经历了一系列常规约会项目后，晴似乎也陷入了“接下来究竟该做什么好呢？”的迷茫，但对我而言，接下来的行程早已成竹在胸。	0
21_1		0				——这种常规约会，自然不足以成为今日的重点。	0
22		0				此刻的她正在一整排玩具熊前徘徊来徘徊去，看起来似乎对这些毛茸茸的小家伙非常有兴趣。看了一阵子后，晴是意识到了我的目光，连忙咳嗽两声，佯装毫不在意地摆了摆手。	0
23		6	晴霆光			咳……咳咳！虽，虽然我对那个玩具熊一点兴趣都没有，但不管怎么说今天的约会还是非常……唔？	0
24		0				我二话不说抱来一只玩具熊，摁在她的怀里。	0
25		6	晴霆光			我，我没说我想要它啦，我只是多看了两眼……	0
26		0				熟悉的殷红从晴的脸颊处漫了上来。	0
27		6	晴霆光			真的只是看了两眼，真的！	0
28		0	分析员无帽			那就再多看两眼吧，我只是想把它送给你。	0
29		0	分析员无帽			就当是我的礼物，怎么样？	0
30		0				晴犹豫了一阵子，最终讪讪地点了点头。	0
31		6	晴霆光			那我们还要去哪里呢？我今天规划的行程已经结束了。	0
32		0				她虽然嘴上说得正经严肃像是在办什么公事，但眼眸里的期待却闪动着，那样跃跃欲试，就差把“快说呀快说呀我们继续约会呀“给写在脸上了。	0
33		0				于是我也故作正经地微微颔首。	0
34		0	分析员无帽			你这么一问，我还真有个地方想带你去。	0
35		0	分析员无帽			一个非常……适合你的地方。	0
36		0				……	0
37		6	晴霆光			分析员，你确定是这里？	0
38		6	晴霆光			我们今天是来约会的，对……吧？	0
39		0				我笑了笑，将手放在了训练室的启动按钮上。	0
b-1	b-1	0					0
40	b-1-1	0				按下按钮。	0
41		0				环境迅速暗了下去，光线被抽离，现实与虚拟的障壁被打破，数据流在我们眼前不断重组，场景构建系统正在将我脑海中的场景化为现实。	0
42		0				回过神时，四下里变得空旷，我和晴已然立于某间不知名剑道馆的中央，和煦的阳光自窗外洒下，暖洋洋地流淌在地板上。	0
43		0				晴诧异地环顾四周。	0
44		6	晴霆光			分析……员？	0
45		0				我不语，只是静静地看晴的反应。	0
46		0				期待、疑惑、犹豫、跃跃欲试，这些复杂的情绪都充斥在她的双眸中。	0
47		0				她小心翼翼地走到场馆边，伸手抚过沐浴在阳光里的练习剑，仿佛轻触着什么宝物。	0
48		0	分析员无帽			总觉得你拿着剑的时候比较坦率，所以，想试一试吗？	0
49		0	分析员无帽			和我试一试？	0
50		0				晴回过头来看着我，点了点头。	0
51		0				……	0
52		0				我与晴各自拿起了一柄剑，有如一决生死的剑客那般相对而立。	0
53		6	晴霆光			只是探讨对吧？剑道探讨。	0
54		0				她的神色依旧有些迟疑，或许也是心里没底。	0
55		0	分析员无帽			你要说这是探讨也可以——只属于你我二人的探讨。	0
56		0	分析员无帽			当然，我其实是希望你能借此机会稍微坦率一点的……	0
57		6	晴霆光			好，那我开始了——	0
58		0				她长吁一口气，摆出一个再常规不过的起手式，眼中的决意凝结起来。	0
59		9	晴			我会……全力以赴。	0
60		0				下一个呼吸间，剑光倏然一动，已至我的面门。	0
61		0				——好快！我不由得赞叹。	0
62		0				不，那不仅仅是一个“快”字可以形容的，因为随即而来的，是沉如山岳，却又疾如霆霓的剑光。	0
63		0				此刻，剑本身不再重要，她挥舞的是气与势，单薄简朴的剑身之上剑意巍峨却凌厉，仿佛面对海潮或者高山时，那横贯天际的一记斩击，势同霆光！	0
64		0	分析员无帽			不愧是你。	0
65		0				话虽这么说，但我依旧能看清那凌厉剑光之中难以察觉的破绽。	0
66		0				我以同样的速度回以斩击，这是对剑道以及对少女的敬畏。	0
67		0				【锵！】	0
68		0				分明只是竹剑，空气中却迸裂出灼目的火花来，随即金铁交击之声回荡。	0
69		9	晴			再来。	0
70		0				【锵——】	0
71		0				剑鸣声再度将空气点燃，只是一个回身的时间里，晴的发丝从我眼前拂过，我突然嗅到了她头发间的香味。	0
72		0				像是什么呢？	0
73		0				……淡淡的，郁金香的气味。	0
74		0	分析员无帽			晴的头发很好闻。	0
75		0				我在她耳边这么轻声说了一句。	0
76		0				晴的脸颊忽地涨红，她默不作声地欺身而上，竹剑铆足全力，由上而下竭尽全力劈空斩落一道剑光来。	0
77		0				我却没有接她的剑，而是稍稍一侧身闪进她的剑圈内。	0
78		0				——晴明显愣住了一秒，因为这并不是剑道比试中该有的动作。	0
79		0	分析员无帽			晴舞剑的姿势也很好看。	0
80		0				我凑到她跟前这么说，语气很是真诚。	0
81		6	晴霆光			唔……	0
82		0				她咬咬牙，脚尖猛的发力，与我拉开距离，手中的竹剑则早已蓄势待发，而后倏然刺出。	0
83		0				我却不闪也不躲，任凭剑尖直逼我的面门。	0
84		6	晴霆光			……唔？	0
85		0				——也不知道有心或者无意，那一剑忽地错开，连带着晴的身躯也一并一个趔趄。而我只是淡淡地笑了笑，攥住了她左手的手腕，轻轻拉了一把。	0
86		6	晴霆光			……诶？	0
87		0				晴一下子失去了平衡，柔软的身躯轻飘飘地扑落，终究是恰到好处地落入我的怀里。	0
88		0				——我承认我的剑道探讨有那么点不纯粹，或许这是晴太可爱导致的。	0
89		0	分析员无帽			怎么样？还要继续吗？	0
90		0				她的头埋在我的怀里，呼吸声变得粗重，身躯也愈发灼热——我注意到她的耳根红了，下一秒，连带着整张脸颊都晕成一片。	0
91		6	晴霆光			你犯规……	0
92		0	分析员无帽			我觉得可能是晴太可爱了吧。	0
93		6	晴霆光			明明不是那样的……	0
94		0				她站直了身体，轻轻拍了拍自己早已红透的脸颊，甩了甩头，深吸一口气，似是这样就能让自己的情绪冷静一点。	0
95		0				而后——	0
96		0				她坚定地，以一位剑士的身份再度举起了竹剑。	0
97		6	晴霆光			身为你的剑，我是不会轻易倒下的，所以……我们再来。	0
98		0				竹剑破空声再度划破宁静。	0
99		0				于是我俩不再保留，此起彼伏的剑鸣声中，我们以斩击来宣言，以刀剑来对话，好似默契的双人舞，又仿佛相互拥抱缠绵。	0
100		0	晴霆光			分析员，你是不是觉得我很笨……	0
101		0				晴突然这么问。	0
102		0				居然是这个问题？	0
103		0				我一时没反应过来，连带着手中的剑也慢了三分，差点被晴抓住了破绽。	0
104		0	分析员无帽			当然不是，晴一直都是个聪明的女孩。	0
105		0	晴霆光			我一直希望自己能成为一柄与你相称的剑，我做到了，可是……	0
106		0	晴霆光			可是“仅仅作为一个女孩子”这样的事情，我却怎么也做不到……	0
107		0				原来晴一直在在意这个吗？	0
108		0				我也不知道该如何回答，此刻的安慰似乎并不如倾听来得有效。	0
109		0	晴霆光			我试过了，我试过了无数次。	0
110		0	晴霆光			我也想只作为一个女孩子跟随在分析员的身边，会撒娇，会温柔亲昵地抱在一起……我们会约会，去坐摩天轮，一起看远方的夕阳。	0
111		0	晴霆光			我也有想过的，我想过很多遍的，可是我总是做不到……	0
112		0				她的语气里带上了一丝失落。	0
113		0	晴霆光			可是为什么呢……我不明白。	0
114		0	晴霆光			明明昨天都鼓足了勇气的，明明事先都准备好了的，可是我还是会手忙脚乱，还是会不小心把草莓酱挤满蛋包饭……	0
115		0	晴霆光			我不明白，为什么我总是那么笨拙，总是把事情都搞砸，总是不能成为那样一个普普通通的女孩子呢？	0
116		0				这么说着，她的剑乱了——或许是心里的某个地方乱了。	0
117		0				于是连带着，那剑光组成的疾风骤雨也开始动摇。	0
118		0	晴霆光			我知道我是一把剑，一把剑不该奢求那么多的，可是我真的真的——很喜欢你啊。	0
119		0	晴霆光			没有什么理由的，也不是剑与主人的关系，我只是很想你，很喜欢你，渴望你的回应，我想成为的那种女孩子，就只是这样而已！	0
120		0				随着这一句话尾音的落下，蓄势已久的斩击忽地撕裂剑风袭来，我下意识挥剑阻挡。	0
121		0				剑刃相交，我这才发现那一剑没有剑意没有技巧甚至也丝毫不凌厉，它如此普通且纯粹，是那个沉睡了不知多少年岁后苏醒的，仅仅身为女孩子的鸣濑晴倾尽全力的一剑。	0
122		0				【锵——】	0
123		0				剑鸣声回荡在场馆中，我俩的动作凝滞在了同一个瞬间，不动分毫。	0
124		0	分析员无帽			你刚才是不是又说了一遍喜欢我？	0
125		0				我微笑着调侃她。	0
126		0	晴霆光			我，我刚才，我……	0
127		0				直到这时，晴似乎才意识到自己刚才说了些什么。	0
128		0				只是一秒钟的时间，她的整张脸便被染红，神色忽地慌乱，目光也毫无章法地游移起来。	0
129		0	晴霆光			我，我刚才，我我我……	0
130		0				她的舌头好像打结了，支支吾吾说不出话来。	0
131		0	晴霆光			我，我平时不这样的……呜嗯！	0
132		0				一声悲鸣，晴一下子失去平衡摔在了地面上，而后抬起头来看着我。我凝视着她的双眼，她便在我的目光中手足无措起来。	0
133		0				【你好啊，仅仅身为一名女孩子的晴。】	0
134		0				我原本想这么说，但似乎并没有这个必要。	0
135		0				如今的晴有些笨拙，有些无助，有些惊慌失措，但是……很可爱。	0
136		0				——是的，我在用“可爱”这个词来形容晴，我甚至觉得这才是她该有的样子。	0
137		0				于是我笑了笑，如实相告。	0
138		0	分析员无帽			其实我觉得，什么模样的晴，我都很喜欢。身为剑的晴也好，仅仅作为一个女孩子的晴也好，笨拙的晴也好，努力的晴也好……那都是真实的你。	0
139		0	分析员无帽			所以，不用执着于你理想的那个女孩，你只要做我的女孩就够了。	0
140		0				我突然有一种错觉——或许晴一直以来都在等待着些什么。	0
141		0				是什么呢？	0
142		0				某个承诺？某个邀请？	0
143		0				或者……某只伸出的手？	0
144		0				我当然不会知道，少女曾希冀那远方的身影朝她伸出的大手，此刻的默契或许是心灵相通，也或许是机缘巧合。	0
145		0				于是我朝着她伸出手来，指缝之间洒落阳光斑驳，浮灰飞扬起来，令人联想起记忆里某段等待已久的问答。	0
146		0	分析员无帽			“尽情哭泣吧，并不是作为剑……而仅仅是作为一个女孩子，尽情哭泣吧。”	0
147		0				我曾这么和她说过，但我想她大概没能明白我的意思。	0
148		0	分析员无帽			“无论是作为剑的晴，还是仅仅作为一个女孩子的晴，我都很喜欢。”	0
149		0	分析员无帽			“所以怎样都好，不用执着于你理想的那个女孩，你只要做我的女孩就够了。”	0
150		0				或许这才是我该说的。	0
151		0				两道目光久久相接，沉默之中，时光安静地流淌，仿佛两台沉寂多年的电台期盼着它们的再一次通讯。	0
152		0				她却没有回应，只是伸出手来，默默地握住了我掌心最后一抹阳光。	0
153		0				……	0
154		0				夜深了，空气多了几分灼热，正如少女的身躯起伏之间那逐渐升温的呼吸。四下里被单凌乱，单薄的毯子勾勒出玲珑浮凸的曲线。	0
155		0				月光抚过光滑仿若锦缎的背脊，凝结出细密的露珠，那些本看不见的星辉也落了下来，融入少女眼中流转的斑斓。	0
156		0				她抬起头来，眼眸轻眨，连带着深处的星光跳动如火，那火苗摇曳着，点燃缱绻时醉人的暧昧与浓情。	0
157		9	晴			那我们可说好了，我……我来做你的女孩。	0
158		9	晴			……说好了哦？	0
159		0				她信手掀起薄毯，钻入我的怀中，灼热的身躯轻轻颤动，口中的吐息起落在脖颈间，仿佛羽毛拂过按捺不住的灵魂。	0
160		0				火燃烧了起来。	0
161		0				那是两个灵魂阔别多年的碰撞，一场等待许久的问与答，默契到极致的合奏里，连喘息的声音都显得格外奢侈。	0
162		0				我们于旖旎缠绵中交换温度，热烈且真挚地倾泻情感，我们竭尽全力拥吻，倾尽所有给予。	0
163		0				就像两条交相缠绕的蛇，相互挣扎着在对方的灵魂里留下自己的痕迹。	0
164		0				夜色清冷，明月高悬。	0
165		0				我忽地看向了她的眸子。	0
166		0				“我来做你的女孩。”	0
167		0				——想来这就是她的回答了。	0
