xxx_2018382985	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		0				……从耶洛沙再次返回世界树后没几天，猫汐尔就完成了绘本的文字部分。	0
2		0				不过，距离正式发布还需要一些时间。	0
3		0				毕竟，一本真正的绘本可不能缺少“插图”。	0
4		0				我曾提议，可以请部队里擅长绘画的人来帮忙完成配图，但猫汐尔很坚决地摇了摇头。	0
5		6	猫汐尔莲驱			嗯……虽然知道分析员和米娅也是好意喵……	0
6		6	猫汐尔莲驱			但这是我和分析员之间的故事，我想亲手把它画完。	0
7		6	猫汐尔莲驱			就算是从来没学过的绘画，我也愿意从头开始学起喵~	0
8		0				少女如此回答道。	0
9		0				……	0
10		0				一路走来。	0
11		0				她为了回应心中对分析员那份朦胧又强烈的情感。或许，可以说得更直白些——	0
12		0				是为了分析员，她才学会了承受疼痛。	0
13		0				学着以人类的视角，去体验、去感受、去接纳、去化解这世间种种的“痛苦”。	0
14		0				但是。	0
15		0				也许就连她自己也没有注意到吧。	0
16		0				早在理解痛苦，感受痛苦之前，最先在那份情感中悄然生长的，其实是微不足道的“幸福”。	0
17		0				无论是为了分析员写作也好，还是为了分析员学习绘画也罢。	0
18		0				这些都是微小而确切的幸福。	0
19		0				也是她真正认识这个世界的起点。	0
20		9	猫汐尔莲驱			分析员，在吗喵~	0
21		0	分析员无帽			就算我不在，你也有办法自己开门进来吧。	0
22		9	猫汐尔莲驱			这倒是喵。	0
23		0				伴随着门被轻轻推开，背着手的猫汐尔得意晃动着脑袋走进了我的房间。	0
24		6	猫汐尔莲驱			不过这次可不是来“偷”你外套的喵，所以还是得先确认一下你在不在房间才行。	0
25		0	分析员无帽			不愧是猫汐尔，在承认这种事上毫无压力。	0
26		6	猫汐尔莲驱			谢谢夸奖喵~	0
27		0				我本想吐槽她一句“我其实是在吐槽你”，但比起这个，有件事更让我在意……	0
28		0	分析员无帽			所以说，猫汐尔突然来找我是有什么事吗？	0
29		6	猫汐尔莲驱			好奇吗喵~	0
30		0				她轻轻向后勾起脚尖，悄无声息地把门带上。	0
31		0				接着背起手，像只猫一样轻巧地“跳”到了我面前。	0
32		6	猫汐尔莲驱			喵~喵~喵~绘本，完成啦！	0
33		0				说着，她从背后抽出了一本蓝色封面的笔记本，举到了我面前，脸上写满了“快夸夸我”的神情。	0
34		0	分析员无帽			哦！原来是这件事啊！那确实是件值得分享的好事。	0
35		0				我接过那本蓝色的绘本，满怀期待地正要翻开欣赏——	0
36		6	猫汐尔莲驱			等等喵！	0
37		0	分析员无帽			嗯？	0
38		0				她突然伸手，轻轻按在了我的手背上，阻止了我的动作。	0
39		6	猫汐尔莲驱			……	0
40		6	猫汐尔莲驱			分析员，先躺到床上去。	0
41		0				没等我反应过来，她已经利落地摆好枕头，用眼神示意我靠过去。	0
42		0	分析员无帽			这是？	0
43		0				虽然完全猜不透她葫芦里卖的什么药，但此刻似乎只有顺着她的意思做，才能满足我的好奇心。	0
44		0				算了，说不定这是个需要特定姿势才能阅读的故事吧。	0
45		0				尽管这设想听起来很扯，但既然是猫汐尔的作品，发生什么都不会意外。	0
46		0				这么想着，我靠上了床头。	0
47		0	分析员无帽			然后呢？	0
48		6	猫汐尔莲驱			大腿，稍微分开一些喵。	0
49		0				话音未落，她便迫不及待地撩开耳际的发丝，俯身用纤细的手指轻轻撑开我的双腿。	0
50		0				等等，这不是读书的姿势吧，反倒是像是——	0
51		6	猫汐尔莲驱			现在不是要“喝牛奶”喵……	0
52		0				似乎是读出了我的心声，少女脸颊微红，自顾自地嵌入了我双腿之间的空间，随后将头轻轻靠在了我的胸口。	0
