xxx_1243598277	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		6	克罗瑞娜病号服			那么……分析员是答应我了，那种更近的距离，对吧？	0
2		0	分析员无帽			嗯。	0
3		6	克罗瑞娜病号服			嗯。	0
4		0				克罗瑞娜慢慢地走过来，手抚上我的身体。	0
5		0				接着她稍稍用力，将我轻轻推倒在馨香柔软的床上。	0
6		0	克罗瑞娜病号服			完完全全地交融……	0
7		0				克罗瑞娜一手撑在我的上方，另一只手轻柔地抚摸着我的胸膛。	0
8		0				第一颗扣子、第二颗扣子、第三颗……	0
9		0				我用手掌抚住她的侧脸，鼓励着她的行为。	0
10		0	克罗瑞娜病号服			唔……然后……接下来……	0
11		0				她的脸颊绯红，思考着下一步的行动。	0
12		0				真是为难她了，大概刚刚的几个动作对她来说已经是全部的知识储备。	0
13		0				掌心在她的右脸侧摩挲，我恶作剧地将大拇指伸进樱唇中。	0
14		0				磨蹭着湿润的唇瓣，以及小小锋利的刚冒出的虎牙尖。	0
15		0	克罗瑞娜病号服			唔……	0
16		0	分析员无帽			加油，想离得更近的话，接下来应该怎么做？	0
17		0				少女已经近乎失去理智，任凭我另一只手探入湿润的幽境。	0
18		0				牙关轻启，舌尖软软地迎上来，像是嗅探到绝世美味那样，继而又贪婪地裹紧，吞得更深。	0
19		0				她的脸酡红如霞，在幽如鬼魅的层层纱帐下却染上浓重的迷情。	0
20		0				但害羞到极点的同时，也意味着冲破了某种限制。	0
21		0				眸中红光闪过，只属于克罗瑞娜的那种魅惑笑容再一次出现。	0
22		0	克罗瑞娜病号服			不然分析员来教教我吧。	0
23		0	克罗瑞娜病号服			playername希望我接下来怎么做呢？	0
24		0	克罗瑞娜病号服			这里会舒服吗？	0
25		0				她的手指抚过我腰侧的外衣。	0
26		0	克罗瑞娜病号服			这里？	0
27		0				小手寻着布料的缝隙，从缝隙间伸入，	0
28		0	克罗瑞娜病号服			还是……这里？	0
29		0				手指的动作从生涩变得挑逗。	0
30		0	克罗瑞娜病号服			比起现在，你会更喜欢我刚才的样子吗？	0
31		0	分析员无帽			我喜欢你真实的样子，不用隐藏什么，你想怎么做就怎么做。	0
32		0	克罗瑞娜病号服			是吗，我也很喜欢现在的感觉，有你在身边，什么都不用再担心了。	0
33		0	克罗瑞娜病号服			你看，我的身体，好像又热起来了。	0
34		0	克罗瑞娜病号服			那不如就让我，彻底地沉醉一次吧。	0
35		0				我伸手揽住她的肩膀，睡裙下的肌肤紧紧贴过来。	0
36		0	克罗瑞娜病号服			请你……纾解……	0
37		0				她又上前半个身体，彻底将我笼罩在她的世界中。	0
38		0	克罗瑞娜病号服			赐予我……唯一的解药吧。	0
39		0				皎洁无瑕的月亮，或者绯红瑰丽的月亮，都是同一轮月亮，倾洒着同样属于她的月光。	0
40		0				月光所照耀的每一个世界，都一样美丽。	0
41		0				顺着月光的邀请，更深处的秘境，早已化为一片灼热泥泞的沼泽。	0
42		0				因着轻戳而抖动的花苞不再紧闭，嫩红的花瓣露出一丝缝隙，在愈发热情的挑逗中褪下了生涩和羞怯。	0
43		0				不知何时下起了雨，时而激烈倾注，时而柔情浸润，顺着充满渴欲的缝隙渗入更深处。	0
44		0				花朵绚丽盛开，颤抖着滴下露珠，混着甘霖流淌到一处。	0
45		0				终于不分彼此。	0
46		6	克罗瑞娜			你来啦！	0
47		0				在我踏上天台时，早已坐在天窗边沿的克罗瑞娜朝我开心地挥着手。	0
48		0				连续的阴雨之后，又进入了天体活跃周期，研究部预测今晚有可能出现罕见的红色月亮。	0
49		0				而克罗瑞娜早早就约好了我的时间，因为在她的预测中，今晚刚巧也是花圃里的花朵开放的日子。	0
50		6	克罗瑞娜			我把天台的地形全都观察了一遍，觉得还是这里才是最合适的观赏位置。	0
51		6	克罗瑞娜			看得到我们的花圃，也看得到月亮。	0
52		6	克罗瑞娜			分析员，快上来吧，给你留了最佳位置。	0
53		0	分析员无帽			嗯？梯子呢？	0
54		6	克罗瑞娜			我爬上来之后挪到一边去了。	0
55		6	克罗瑞娜			可以再给我表演一次那个吗？就是很帅气的单手撑……	0
56		0	分析员无帽			好吧。	0
57		0				利落地单手一撑，我跃上高台，和她并排坐在了一起。	0
58		6	克罗瑞娜			好帅！	0
59		0				坐上去之后，果然视野非常开阔。	0
60		0				月亮挂在夜空中间，今晚天上没什么星星，但月亮已经足够明亮。	0
61		0				细心的克罗瑞娜还特地在屋顶上铺了野餐布，旁边放着一个精巧的食盒 。	0
62		6	克罗瑞娜			我还准备了宵夜哦，等待也是个体力活，一定要给分析员补充能量。	0
