xxx_2279400552	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		0				在等待克罗瑞娜醒来的时间里，我一直在回想着关于她的种种。	0
2		0				虽然她自幼被当作名门淑女培养，肩负着成为下一任继承人的期许，但在繁琐的教条之外，她并非一个拘谨扭捏的女孩。	0
3		0				她更不会讳疾忌医——何止是不会，她甚至是我见过的所有成年病患者中情绪最稳定的一个。	0
4		0				当然，那还是她在进行神格神经移植手术之前。	0
5		0	克罗瑞娜			咬……不行……分析员……	0
6		0				睡梦中的她一直在喃喃着什么，除了我的名字，其他字句都有些模糊。	0
7		0				那么只剩下一种可能了。	0
8		0				我看着熟睡中的克罗瑞娜。	0
9		0				手术之后，她身上似乎发生了某些变化，而这些变化，或许她现在还难以言说。	0
10		6	卡罗琳			突然这么着急，发生什么事了吗？	0
11		0	分析员无帽			这个回头再解释吧，我要的资料你找到了吗？	0
12		6	卡罗琳			短时间只找得到这些，从克罗瑞娜术后到现在的各项记录，全在这里了。	0
13		6	卡罗琳			不过我已经看过一遍，她最近的各项检查都没问题。	0
14		6	卡罗琳			在今天的训练中，虽然她使用了天启能力，但一切表现也都正常，听说当时分析员也在场？	0
15		0	分析员无帽			嗯，那之后……大概一顿饭的时间吧，她出现了明显异样的表现。	0
16		6	卡罗琳			虽然通常不会发生这种事，但也不排除因为激发天启能力而导致身体有异常反应。	0
17		6	卡罗琳			毕竟当时她成为天启者的时候，就有你的参与。	0
18		6	卡罗琳			还记得吧，当时克罗瑞娜完成神格神经移植手术后，那个“坏消息”。	0
19		6	卡罗琳			她似乎产生了一些奇幻小说中才有的特殊……特殊体质？或者说癖好？	0
20		6	卡罗琳			总之就是，她对你的肉体产生了一些……冲动？	0
21		6	卡罗琳			不只是血液——任何包含你DNA的体液，她应该都会产生本能的欲望。	0
22		0	分析员无帽			好吧。如果不摄入我的，嗯……体液，会有什么不良反应吗？	0
23		6	卡罗琳			那可能还需要再观察一下。目前来看，在神格侵蚀里摄入的血液产生了一些意想不到的效果。	0
24		6	卡罗琳			推测是神格神经摄取了你的DNA，这导致她在和你相处的时候，神格神经就会产生反应，想要摄取更多。	0
25		6	卡罗琳			如果你不在她附近晃悠，大概就不会有什么反应吧。	0
26		6				看来终于出现了啊，那个未知的“不良反应”。	0
27		0				也许在更早的时候我就该注意到……	0
28		0				两个人相互依靠的荒岛，还有坠落时她咬到我的嘴角，吸食我的鲜血后倏而生出的翅膀……	0
29		6	卡罗琳			随着她对神格神经的适应，当初你那一部分被摄取的DNA，对她所产生的影响，恐怕比我们之前预估的还要大。	0
30		0				我看着卡罗琳，将当初那个“耐人寻味”的眼神回敬给她。	0
31		6	卡罗琳			咳咳，别这么看着我。	0
32		6	卡罗琳			总之，更确切的评估还需要进一步检查。	0
33		6	卡罗琳			只能靠你了。	0
34		0				卡罗琳给出了中肯的建议，但我总觉得，这件事情应该并没有那么复杂。	0
35		0				或者说，虽然现在的情况看起来复杂，但解决的关键，其实只在我和克罗瑞娜之间。	0
36		0				不论是我对她的影响，还是她对我的贪恋，命运已经将我和她紧紧连在了一起。	0
37		0				回到房间，克罗瑞娜仍然沉睡着，浅浅的呼吸带着身体微微起伏，小脸被宽大的被子围得严实，眉头微微蹙着。	0
38		0	分析员无帽			（还是不舒服？）	0
39		0				小心地扒开被子摸了摸她的脸颊，还是有些烫。	0
40		0				我坐回她的床边，手里拿了块清水打湿的新毛巾，轻轻地点在她露在外面的脸颊和额头上。	0
41		0	克罗瑞娜			呼……	0
42		0				也许是因为我的动作，也许是感受到我的靠近，她皱着的眉头终于慢慢舒展开来。	0
43		0				对我而言，却有一种混杂着熟悉感的温馨涌了上来……对了，那是在我和克罗瑞娜被困荒岛的时候。	0
44		0				当时，就在我睡过去的时候，模糊的印象里，也感觉到克罗瑞娜就像这样坐在我的床边。	0
45		0				握住我的手，嘴里喃喃恳求祈祷着什么。	0
46		0				而等我醒来的时候，简陋的小屋被打扫得干净整齐，满是饭菜的香气，床边还有几束新采的野花。	0
47		0				说到花，天台的花圃……等她醒来再说吧。	0
48		9	克罗瑞娜病号服			……分析员？	0
49		0	分析员无帽			嗯？你醒了。	0
50		9	克罗瑞娜病号服			我……这是在……	0
51		0				克罗瑞娜的眼神有些迷惘，几秒后才稍稍找回神志。	0
52		0				我摸摸克罗瑞娜的额头，还好，不是很烫了。	0
53		9	克罗瑞娜病号服			我是不是睡了很久……天都黑了，抱歉。	0
54		0	分析员无帽			没多久，也就几个小时而已。	0
55		9	克罗瑞娜病号服			是吗？我做了好多梦，一个套着一个，还以为就会这样一直梦下去。	0
56		0				说着，克罗瑞娜想努力从床上坐起来。	0
57		0	分析员无帽			慢点，你现在感觉好些了吗？	0
58		6	克罗瑞娜病号服			嗯，我清醒过来了，没事。	0
60		0				她的眼神仍然有些不聚焦，说话的语气也不像平常那种维持优雅端庄的语调。	0
61		0				像是放下了什么担子。	0
62		0				倒不是说她以前那样的语调不好，只是现在这样完全放松的语调，听起来软软的，也意外地很好听。	0
63		0	分析员无帽			是吗，都梦见什么了。	0
64		6	克罗瑞娜病号服			大多都是一些碎片的情节，有些连不起来，但好像又有些联系……	0
65		6	克罗瑞娜病号服			梦见……我好像躺在手术台上。	0
66		6	克罗瑞娜病号服			但是接着，你来找我，我就不害怕了。	0
67		6	克罗瑞娜病号服			还梦见……嗯……	0
68		0				她像是有些害羞地往被子里缩了缩，却又因为闻到了被子的气味而更加羞涩。	0
69		0	分析员无帽			我说怎么度假回来之后，我的房间里只剩了一床被子，还是新的。	0
70		0	分析员无帽			原来是被某个小蝙蝠偷偷搬运到这里来了。	0
71		6	克罗瑞娜病号服			嗯……嘿嘿。	0
72		0				我以为点破克罗瑞娜的秘密，她会羞得不行，没想到她反而还有点坦然地笑了一声。	0
73		0				克罗瑞娜将全身都缩进了被子里，好一会儿才又冒出头来。	0
