xxx_2362753936	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		0				距离那个花香氤氲的夜晚又过去了几天。	0
2		0				这天，比清晨还要稍早一些时，天还没亮，海姆达尔基地走廊空无一人。	0
3		0				只有一个少女的身影，徘徊在分析员的房门前。	0
4		0				但她并不打算敲门。	0
5		0				自神格移植手术后，她对他的渴求就在以一种不被察觉的方式快速地生长着。	0
6		0				一开始，她只是会时不时冒出想要咬他的冲动。	0
7		0				后来，与他经历了分别，经历了重逢，经历了那样的思念，以及一种找到归宿的喜悦。	0
8		0				对他的渴求却并没有因此而平息，反倒愈演愈烈，终于演变成为内心深处极为焦躁的欲念。	0
9		0				尤其当一个假期的小别之后，再次感受他的怀抱，他身上的气味令她着迷沉沦。	0
10		0				最初她还有把握能克制自己，只是轻轻咬他几下便可纾解焦灼。	0
11		0				或者每次与他相处时，闻着那独一无二的属于他的味道，她也可以稍稍平息内心的波澜。	0
12		0				——然而，渐渐地也不能解渴。	0
13		0				那么现在，令她困扰的问题变成了：假如一旦释放内心欲望，她需要做到什么地步，那欲望才能真正平息呢？	0
14		0				她身体里的某种渴求，每天都在叫嚣着——靠近他，攀附他，吸吮他。	0
15		0				但她绝对不能接受自己做出比轻轻咬他更具有伤害性的事情，这与他实际上有多强大无关。	0
16		0				还没想到更好的办法。	0
17		0				睡不着的时候，她不知怎么就走到了他的门前。	0
18		0				她承认自己的念头，但暂时不愿细想，为何优雅端庄的外壳之下，荒诞的欲念正与日俱增。	0
19		0				轻轻靠在他的房门外，微不可察的淋浴声在心底震颤。	0
20		0				还能坚持几日？	0
21		0				稍稍回神的少女，沉默着，悄声走开了。	0
22		0				从湿热蒸腾的浴室推门出来，卧室里充满淡淡香气。	0
23		0				克罗瑞娜送的干花包确实让我这几天都睡得很好，我也逐渐恢复了早睡早起的作息。	0
24		0				但今天醒得格外早，看着窗外将要散尽的夜色，我不由得想起与克罗瑞娜在天台的那个深夜。	0
25		0				那之后又接连下了好几场雨。	0
26		0				她还会在雨后的深夜去天台照看花圃吗？	0
27		0				挂念着花圃里花芽的长势，在开始今天的工作之前，我来到天台。	0
28		0				早晨的花香有丝丝甜蜜，不像那天夜晚那样馥郁，倒是另有一番清爽。	0
29		0				令人惊喜的是，之前的花芽长大不少，也变多了，一颗颗花苞像一把珍珠似的缀在丛丛叶片之间。	0
30		0				土壤很湿润，像是刚刚浇过水的样子，多半是克罗瑞娜在天还没亮的时候已经来照看过了。	0
31		0				她最近似乎睡得太少了。	0
32		0				今天应该有时间去找一趟克罗瑞娜，她总是这样我也不放心。	0
33		0				虽说这是她在意的花园，也是准备培育成功之后送给我的“惊喜”。	0
34		0				但我更希望这份惊喜不要以她的过度付出为代价，那就得不偿失了。	0
35		0				咻——砰！砰！	0
36		0				找到克罗瑞娜的时候，她正娴熟地在模拟场地中穿梭着。	0
37		0				看她训练是一种享受，优雅、轻灵、飘逸，同时展现在她身上。	0
38		0				每个天启者都有自己的独特能力，作战时的风格甚至形态也会各不相同。	0
