xxx_1455041820	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		0				清晨。	0
2		0				规律作息养成的生物钟准时地将我唤醒，恍惚了片刻后，我轻轻掀开被子一角，走下了床。	0
3		0				在我的床上，凯茜娅正伴随着均匀的呼吸声，沉沉熟睡着，嘴角还挂着一抹浅笑。	0
4		0				虽然我们已经恒约，但比起去她的房间共度春宵，她倒是一如既往的，更喜欢在晚上突然出现在我的房间里，昨天也不例外。	0
5		0				我没有打搅她的好梦，而是走到了一旁的桌前，打开终端开始浏览今天要处理的文件和报告。	0
6		0				一小时后，在我手头的工作告一段落的同时，我也听到身后传来翻身的声音。	0
7		0	分析员无帽			凯茜娅？	0
8		9	凯茜娅狂诗			……嗯。	0
9		0				带着半梦半醒的声音，她回应了我的呼唤。	0
10		0				我随手关掉终端，走回床边，抓住了她伸来的手。	0
11		0	分析员无帽			我记得，你是不爱睡懒觉的那种类型吧。	0
12		0				按她自己的说法，把时间花在睡觉这件事上实在太过浪费。	0
13		6	凯茜娅狂诗			偶尔多睡一会儿，也挺不错的。	0
14		0	分析员无帽			我得提醒一下，你这样可不能算是“偶尔”了，也并不是“多睡了一会儿”。	0
15		0	分析员无帽			从恒约之后，你就越来越嗜睡了吧，每天睡眠时间已经快到12个小时了。	0
16		6	凯茜娅狂诗			这都多亏了你……对吧，亲爱的？	0
17		0				凯茜娅慵懒地打了个哈欠，随即侧过身子，用一只手撑着脑袋，玩味地看向我。	0
18		0	分析员无帽			……	0
19		0				起初我还担心这种嗜睡症状会不会是新的战术套装所导致，但我带着她去医疗部检查后，并没有发现任何异常。	0
20		0				所以，原因就只有一个了。	0
21		0				我的目光投向了凯茜娅身下凌乱的床铺。	0
22		0				这段时间，凯茜娅对我的索取只能用变本加厉来形容。	0
23		0				她在最开始还能占据上风，但在体力方面终究还是比不上我。	0
24		0				到了这种时候，她那不服输的性子又生长出来，促使着她一次又一次发起挑战……	0
25		0				到最后，她就越来越需要靠睡眠来恢复精力了。	0
26		0	分析员无帽			你说得没错。	0
27		0	分析员无帽			所以我觉得，我们应该节制一些……	0
28		0				我的话还没说完，她忽然扑了过来，修长的双腿像蛇一样紧紧缠住了我的腰肢。	0
29		6	凯茜娅狂诗			那可不行。	0
30		0				她吻了上来，烈焰般的红唇与蓝色的双瞳交相辉映着，如之前的无数次那样，不由分说地将我拽入了本能的深渊之中。	0
31		0				回过神时，已是日上三竿。	0
32		0				望着房间中熟悉的天花板，我不由得下定了决心。	0
33		0				今天，至少今天，我一定要把凯茜娅带出门才行。	0
34		0				我一边思考着，一边看向正在梳理头发的凯茜娅。	0
35		0	分析员无帽			凯茜娅，你有什么想去的地方吗？	0
36		6	凯茜娅狂诗			亲爱的，这座城市里有意思的地方可不剩多少了。	0
