xxx_2351027460	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		0				那之后，就是我们在耶洛沙的故事了。	0
2		0				米德加尔特，初冬。	0
3		0	分析员无帽			我记得抵达耶洛沙没多久，好像是谁坐在车上大喊着什么“我好紧张啊”之类的？	0
4		6	卜卜灵鉴			哇——那种有损本天师勇敢稳重机敏聪慧形象的事情就不要再提了吧！	0
5		6	卜卜灵鉴			求求分析员了哇！让卜卜干什么都可以的——	0
6		0				嘴上说着让我不要再提，卜卜自己倒是将脸埋进我怀里，作闭目塞听状。	0
7		0				耶洛沙的经历在脑海中快速掠过，种种千钧一发的瞬间，还有在我背后那些可靠的坚守。	0
8		0				回忆中的北国寒风已不再刺骨。	0
9		0				现在吹到脸上的，只有混合着温暖的轻柔凉意。	0
10		0				“啪！”地一声，一簇活泼的火苗跃起，山洞里最后一丝寒冷也随即消融。	0
11		0				是卜卜刚才支起的火堆。	0
12		0				先前和卜卜在山林里正走着，不知何时天空竟飘起了小雪。	0
13		0				雪花只有米粒般大小，还没等落到地上就已融化。	0
14		0				反正不急着返程，我和卜卜便找了这一处山洞，稍事休息。	0
15		0				卜卜捡来了不少干净的枯叶铺在一处，又不知从哪儿变出来一匹绒毯垫了上去。	0
16		0				她熟练地生起火堆，山洞中很快暖意融融。	0
17		0				埋在我怀中的卜卜过了好半天才重新鼓起勇气，抬起头来面对那段回忆。	0
18		6	卜卜灵鉴			其实，在车里忍不住大喊的时候，我好像就已经没有那么那么紧张了。	0
19		0				坐在软软的绒毯上，卜卜将身体往我怀里挪了挪，我抬手将她揽住。	0
20		0				卜卜也轻轻扭动，调整着姿势，回抱住我的肩膀。	0
21		0				两个人就这样静静地贴在一起说话，旁边是温暖的篝火，洞外是轻飘的雪花。	0
22		6	卜卜灵鉴			现在回想起来，最慌乱的时候……除了在迷宫一样的疗养中心里寻找你的那一次。	0
23		6	卜卜灵鉴			其次就是我们飞往耶洛沙的时候了。	0
24		0	分析员无帽			原来是这样吗？	0
25		6	卜卜灵鉴			嗯。因为那个时候完全不知道接下来会发生什么，不知不觉就将未知幻想得无比可怕。	0
26		6	卜卜灵鉴			不过，好在playername当时来到我身边，对我说了那些话。	0
27		6	卜卜灵鉴			等真的踏上耶洛沙，反而发现其实一切并没有自己想象得那么恐怖。	0
28		0	分析员无帽			哎呀呀，后来又是谁趴在我背上哭鼻子来着？	0
29		6	卜卜灵鉴			那可不一样。	0
30		6	卜卜灵鉴			害怕的情绪当然还是会有咯，就像分析员说过的嘛，它愿意留在这就在好了。	0
31		6	卜卜灵鉴			但是只要在分析员身边，卜卜就会有勇气去做自己认为应该做的事情。	0
32		6	卜卜灵鉴			而且……	0
33		0				倚在我怀中的卜卜抬起手臂，抚上我的脸庞。	0
34		9	卜卜灵鉴			比起东想西想的纠结，卜卜现在，好像更喜欢想到什么就直接开始做。	0
35		0				微凉的指尖轻轻抚摸着我，从眉眼滑到鼻梁，从下颌滑到颈侧。	0
36		6	卜卜灵鉴			嗯……	0
37		0				卜卜下意识地咬唇思考，等她再度抬眸，唇瓣便沾上一点晶亮的光泽。	0
38		6	卜卜灵鉴			现在，卜卜也是这样想的。	0
39		0				仍旧在我的臂弯中，她支起身体与我对视。	0
40		0				四目相对之间，情意愈发暧昧而灼热。	0
41		0				山洞里热得有些燥，那一点悬在红唇上的水光诱人地闪烁。	0
42		0				我揽住卜卜靠近自己，与此同时卜卜也更挺起身体，吻住了我。	0
43		0				连同手掌下那片细腻的皮肤，也一并紧贴了上来。	0
44		0				火堆依旧不紧不慢地燃烧。少女裸露在空气中的肌肤却如玉一般润泽温凉。	0
45		0				不过，很快这份温凉也变得如火一般热切滚烫，贪婪寻觅。	0
46		0				山洞外时而有风吹过，扫着落叶响起沙沙声，惊得山洞里“鸟儿”震颤。	0
47		0	分析员无帽			放松点儿，卜卜。	0
48		9	卜卜灵鉴			呜嗯……	0
49		0				洞外风雪未停，有细碎雪花被吹进山洞。	0
50		0				雪花随着上浮的空气热流，轻晃攀升，在触到顶壁时又凝成水珠。	0
51		0				不堪其重地落下，伴着点点清脆回音。	0
52		0				化作一池春水。	0
53		0				按照卜卜的说法，初雪下得早，今年冬天便不会太冷。	0
54		0				熄灭火堆，我和卜卜离开山洞。	0
55		0				回去的路上，我们又经过了那片湖泊。	0
56		0				寒潭清澈，已不似秋日那般水光潋滟，但却因冬日清冷而更添一份稳重。	0
