xxx_1054814504	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		0				16区的故事，已经结束了。	0
2		0				一幅幅纷杂的画面从我脑中闪过，最后一点点凝聚在我脑中的，是一段酣畅淋漓的纠缠。	0
3		0				我下意识伸手，揽向身边的温软，结果发现揽进怀里的是一个带着香味的枕头。	0
4		0	分析员战斗			恩雅。	0
5		0				我立马坐直身子，可随后躁动的心就稳稳落回了胸口。	0
6		0				紫发的少女就坐在床边，笑脸吟吟地望着我。她的眸光里载满如水的柔情。	0
7		6	恩雅澜风			我的分析员，你醒来了啊~	0
8		0				她伸出纤手，送入我的掌心。我轻轻一拉，熟悉的，丰满的，带着幽香的身子便顺势躺在了我的怀里。	0
9		0	分析员战斗			你什么时候醒来的。	0
10		0				我低头，下巴蹭着她比绸缎还要光滑柔软的头发，手掌触碰她的脸颊。	0
11		6	恩雅澜风			哎呀呀，是什么时候呢？	0
12		0				她笑眯眯抓住我的手，轻轻蹭着我的手心。	0
13		0	分析员战斗			睡得不舒服吗？	0
14		6	恩雅澜风			当然不是。不如说，托分析员的福……	0
15		0				恩雅脸上浮现浅浅的红晕，在即将说出某些话时，却是一止，双手捧住自己的脸颊摇了摇头。	0
16		6	恩雅澜风			不行，有些害羞的话，就算是姐姐我呀，也有些说不出口。	0
17		6	恩雅澜风			总之，分析员不用担心我。	0
18		6	恩雅澜风			我会忽然醒来，只是因为我做了一个梦。	0
19		0	分析员战斗			什么样的梦？	0
20		6	恩雅澜风			是幸福的梦。	0
21		6	恩雅澜风			光是想到就难以遏制自己，想要更多的奖励分析员。	0
22		6	恩雅澜风			而且呀！昨天分析员可是努力了一个晚上。	0
23		6	恩雅澜风			姐姐可得给分析员好好补补才行~毕竟啊……	0
24		0				她说到一半，忽然在我的怀里直起身子，看着我，温柔的脸上一点点露出促狭之色，然后抬起带着香气的手指，在我的鼻尖轻轻点了点。	0
25		6	恩雅澜风			分析员要照顾的可不只有姐姐我呀。	0
26		0				我能听出恩雅语气里没有任何的醋意，只有满满的宠溺。	0
27		0				而她这份无微不至的柔情，也让我的心中升起无限的怜惜与爱惜。	0
28		0	分析员战斗			我觉得，我对恩雅的照顾还不够。	0
29		0				我重新将她揽入怀中。	0
30		6	恩雅澜风			唔嗯~不对哦，分析员太过纵容我的话，姐姐可是会变得很贪心的。分析员给我的爱有现在这种程度，姐姐已经心满意足了。	0
31		0				她微笑着摇头，随后从床上起身。而在起身之前，她还不忘给我一个深吻。	0
32		6	恩雅澜风			这个……算是正式的早安问候。	0
33		6	恩雅澜风			接下来，你该起床啦，早餐已经做好了。	0
34		0				听到这句话，我才恍然所觉。	0
35		0				房间里除了恩雅身上的幽香外，还藏着一股让人食指大动的香气。	0
36		0				我不由自主看向恩雅。此时少女忽然痴痴一笑，伸手戳了戳我的额头。	0
37		6	恩雅澜风			分析员想要的话，晚上再给你，现在是早餐时间。	0
38		0	分析员战斗			啊？	0
39		6	恩雅澜风			咦，原来是我想岔了吗？	0
40		0	分析员战斗			咳咳……	0
41		0				我已经明白恩雅想岔到了哪里，可就在我在脑中思考要如何替她缓解尴尬时，却见恩雅从容理了理耳畔的发丝，坦然露出笑容。	0
42		6	恩雅澜风			不过……想岔也是没有办法的事情呀……毕竟我比较贪心。	0
43		0	分析员战斗			贪心？	0
44		6	恩雅澜风			这是我想慢慢展示给你看的东西，现在的话……我们还是先去吃早餐吧。	0
45		0				她按着自己的胸口，脸颊泛起更深些的红晕，眼中好似藏着一些极力压制的情绪。	0
46		0				一段时间后，餐桌旁，我嗅着香味，大口地吃着恩雅准备的爱心早餐。	0
47		0				满满的一大桌，光是看着就能想到恩雅花了多少心思准备。	0
48		6	恩雅澜风			分析员，别急呀，还有很多哦，都是给你准备的。	0
49		0				我咽下口中的食物，看向恩雅。她坐在我的身边，笑眯眯撑着下巴盯着我看。	0
50		0	分析员战斗			你不吃吗？	0
51		6	恩雅澜风			对我而言，比起吃东西，看着分析员吃我亲手做的东西，我会更容易感到满足。	0
52		6	恩雅澜风			所以~不用担心我的，分析员。	0
53		0				她笑着，脸上带着温柔的笑意，手指轻轻按在我的唇上，替我抹去了嘴边的油渍。	0
54		0	分析员战斗			我们的角色是不是应该对调一下。	0
55		6	恩雅澜风			只要你喜欢，当然可以。	0
56		0				恩雅端起我的牛奶喝了一口，还故意让唇边留下了奶渍，然后在我眼前仰起小脸。	0
57		0				这种备至的“宠溺”，让我的心中莫名窜过一种像是电流般酥麻的感受。不过啊……	0
58		0	分析员战斗			这角色不是完全没有调过来吗。	0
59		0				我无奈说着，伸手擦过她的嘴角，而在我的手指拂过她的嘴唇之时，恩雅忽然张开嘴，连着我的手指一起吞下去。	0
60		0				可随后，她就吐出了我的手指，故作镇静，好似刚才什么都没发生一样，接过我的刀叉，替我切起了一块煎到恰到好处的肉排。	0
61		6	恩雅澜风			分析员来尝尝这个吧。	0
62		0				她看似毫不慌乱，可我能从她眉眼间看出一些依稀的仓促……以及想要遮掩的情绪。她像是在压制着某种冲动。	0
63		0				我忽然想明白了一件事。	0
64		0				想明白了她在克制着什么——	0
65		0				也猜到了她为什么要克制。	0
66		0				因为她是恩雅。	0
67		0				这是独属于她的，温柔，包容的爱。	0
68		0	分析员战斗			恩雅。	0
69		6	恩雅澜风			分析员，还有什么需要吗？	0
70		0	分析员战斗			我想加餐。	0
71		6	恩雅澜风			……	0
72		6	恩雅澜风			这次……	0
73		0	分析员战斗			你没有想岔。	0
74		0	分析员战斗			偶尔，也可以不用考虑那么多的。	0
75		6	恩雅澜风			原来如此……分析员看出来了啊。	0
76		6	恩雅澜风			……这可是分析员强烈要求的，可就不能怪姐姐我了。	0
77		0				她若有所思地看了我一会儿，然后毫不犹豫，主动吻了上来。	0
78		0				有一个词，叫作食髓知味。	0
79		0				我知道她贪恋的是怎样的滋味。	0
80		0				只有两人独处的世界，亲密无间的那种滋味。	0
81		0				虽然起床很早，但等我和恩雅出门时，已经到了下午。	0
82		0				我没有去其他地方，而是打算一天都陪着恩雅，毕竟在不久后，我就该外出执行任务了。	0
83		0				而在来到公司大厅的时候，恩雅拉了拉我的手，微微踮起脚，凑到了我的耳边。	0
84		6	恩雅澜风			其实，我今天还有个惊喜想要给分析员。	0
85		6	恩雅澜风			好好看着吧。	0
86		6	恩雅澜风			这是……只有我才能创造的奇迹哦。	0
87		6	恩雅澜风			狡猾的奇迹。	0
88		0	分析员战斗			奇迹？	0
89		6	恩雅澜风			本来我还没有完全做好准备……不过……分析员说了那样的话，就想着……或许也应该让分析员看看的。	0
90		6	恩雅澜风			看看我特别的一面。	0
91		6	恩雅澜风			不过，希望看到我这一面的分析员，不会害怕。	0
92		0	分析员战斗			害怕？	0
93		0	分析员战斗			为什么这么说。	0
94		0				她笑而不语。	0
95		0				我没有强迫她回答，而是轻轻揉着她的长发，感受着她每一根发丝穿过指尖的丝滑感。	0
96		0	分析员战斗			不管恩雅表现出怎样的模样，在面对你的时候，我都不可能有害怕这样的情绪。	0
97		6	恩雅澜风			嗯~	0
98		0				她点头，表情似笑非笑。	0
99		0	分析员战斗			这样的语气，恩雅是不信吗？	0
100		6	恩雅澜风			嗯~	0
101		0				她轻飘飘应着。	0
102		0	分析员战斗			我会盛满你的“贪心”。	0
103		0				我认真对上她的双眼。	0
104		6	恩雅澜风			嗯~我有你这句话就够了。	0
105		0				看着她露出姐姐一样的笑容。	0
106		0				我知道自己并未能“占据”上风。	0
