xxx_4059673023	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		6	薇蒂雅病号服			亲爱的，现在是起床的时间了。	0
2		6	薇蒂雅病号服			接下来还有很多工作要做，学小孩子赖床可不好。	0
3		6	薇蒂雅病号服			说到这个，我们好像还没有小孩呢。	0
4		6	薇蒂雅病号服			诶，为什么突然就兴奋起来了……不是，我没有暗示什么。	0
5		6	薇蒂雅病号服			等，等一下，分析员，我是让你起床吃早餐，不是吃我……	0
6		6	薇蒂雅病号服			先说好了，早上还有工作要做，不能做毫无节制的事情。	0
b-1	b-1	0					0
7	b-1-1	0				只是碰碰。	0
8		6	薇蒂雅病号服			什么？只是碰一下……真拿你没办法。	0
13		6	薇蒂雅病号服			总觉得身体怪怪的……	0
14		6	薇蒂雅病号服			啊……不可以。不是说了只碰碰吗，早上还有工作的……	0
b-2	b-2	0					0
15	b-2-1	0				我只是亲一下。	0
16		6	薇蒂雅病号服			就算你这样说……好吧。那你必须保证，真的只是先亲一下…	0
17		0				就差一点点了……马上就是关键了。	0
18		0				这次一定要坚持到最后……就算大脑烧掉。	0
19		0				温度进一步焦灼，香甜气息犹如粉色的光要浸入大脑之际——	0
20		6				哐！	0
21		6	薇蒂雅病号服			……痛！！痛痛痛！！	0
22		0				——在脑中幻想到关键剧情，因为太过兴奋，薇蒂雅忍不住配合着脑内剧情向墙壁上贴着的分析员照片凑过去，导致撞到了头。	0
23		0				强忍着兴奋的呻吟一下子变成了痛苦的呜咽。	0
24		6	薇蒂雅病号服			不行，必须快点连回去。	0
25		6	薇蒂雅病号服			再加把劲，我的妄想，你不会被这么简单击败。	0
26		6	薇蒂雅病号服			分析员，我，我准备好了……	0
27		6	薇蒂雅病号服			让我们继续吧。	0
28		6	薇蒂雅病号服			咦咦……分析员，为什么开始穿衣服了？要去工作？？你刚才明明还不是这么说的。	0
29		6	薇蒂雅病号服			突然没兴趣了？？？	0
30		6	薇蒂雅病号服			为什么？？	0
31		0				连贯不上的情绪让脑内的妄想突然平静，就像是踩到了错误的选项，形势急转直下跳至突兀的BE。	0
32		0				薇蒂雅瘫在沙发上，像是一条失去梦想的漂亮咸鱼。	0
33		0				这就是对自己过分妄想的惩罚吗。	0
34		0				不过这种柔弱向只能乖乖等着被分析员吃掉的恒约对象角色会不会太弱气太普通了一些？不知道分析员到底更想要怎样的恒约对象。	0
35		0				是像里芙小姐那样看上去冰冷，可却能为分析员爆发出别样火热，向分析员倾注所有爱意的恒约对象；	0
36		0				还是和芬妮小姐那样永远闪耀，能为分析员奉献自我，将身上所有的光，转为对他的热爱的恒约对象；	0
37		0				又或者是……和这些反差再大一些，像是伊切尔那样经常可可爱爱，眷恋着分析员，偶尔会因为凶凶巴巴会变得更加可爱的恒约对象？	0
38		0				还是都要……	0
39		0				可就算都要，只要我一个人能扮演所有人的话……学无止境，任重道远。	0
40		6	薇蒂雅病号服			先将今天的角色心得记下好了——分析员可能喜欢的恒约对象，42号。	0
41		6	薇蒂雅病号服			好，日常训练结束，接下来……得把成为恒约对象前的道路走完。	0
42		0				新恒提罗的表演结束后，薇蒂雅原本以为她与分析员的关系能够突飞猛进，可真实情况是她痛苦的发现两人的关系好像突然停止了进展。	0
43		0				这种落差对她而言就像是超级英雄脱掉战斗套装，回归了路人的日常，她变得不起眼又平庸。	0
44		0				而她的“对手”们还是无时无刻连战斗套装都不脱的超级英雄。当住进海姆达尔部队基地的时候，看到那么多女孩子围着分析员打转，就该预料到这种结果了的。	0
45		0				分析员本来就有日常的工作，空闲的时间是在挤牙膏一样被分配，如果她再不主动一点的话……	0
46		6	薇蒂雅病号服			不能继续依靠妄想生活了。通向幸福未来的门票，必须努力抓在手中。	0
47		6	薇蒂雅病号服			邀请分析员看电影，坠入爱河，结婚……	0
48		0				换上严肃的表情，带着固有的知性美丽，薇蒂雅走出房间。可少女未曾想到的是，她设想通向幸福殿堂的康庄大道，出门没几米就被一堵墙卡死了。	0
49		0				依靠着墙壁，将背部紧紧贴附，在拐角的另一侧，是她心心念念的分析员与面无表情，气势凛然的女武神。	0
50		6	里芙病号服			这个给你。	0
51		0	分析员			这个是……电影票？	0
52		6	里芙病号服			嗯，我想和分析员做一些亲密的事情。	0
53		0	分析员			亲密……我明白了。这是我近期收到最好的礼物。	0
54		0				不过里芙会有这种想法的话……芬妮应该也……	0
55		6	里芙病号服			这部电影，应该会很有意思。	0
56		0	分析员			星穹堡垒，爱情片……里芙，你刚才说……你觉得这个会有意思？	0
57		6	里芙病号服			……名字是星穹堡垒，为什么是讲爱情？	0
58		0	分析员			这事有些复杂。	0
59		6	里芙病号服			里面难道不该有值得学习的战斗技巧吗。	0
60		0	分析员			应，应该吧……	0
61		6	薇蒂雅病号服			真好啊，要是我也能做到这么直接就好了。	0
62		6	薇蒂雅病号服			不过带分析员去看这种大烂片真的没问题吗？	0
63		0				薇蒂雅目光转向另一侧墙角似乎同病相怜的少女，虽然隔了一段距离，但依稀还是能够听到咬牙切齿的低语，大概是念叨着“下次我会抢先一步”之类的话。	0
64		0				感同身受的挫败感还未浮现，薇蒂雅忽然注意到芬妮收到了一条讯息。芬妮脸上的郁闷立马就消散了，她冷着脸，努力压着快要翘出笑容的嘴角回复语音。	0
65		6	芬妮病号服			哼，我才不要分析员的这种安慰。不过……既然你主动提出要去陪我参加舞会，也不是不能答应你。	0
66		0	薇蒂雅病号服			……	0
67		0				作为纯路人的薇蒂雅觉得胸口像是正面受到攻城锤的重击。她努力将自己蜷缩在拐角的阴影，极力掩藏气息，好像试图从这个世界抹去自己的存在。	0
68		0				过去做瓦尔基里游戏导播的时候，她也是这样注视着台前闪光的少女们。	0
69		0				……或许我只是在回到自己该在的位置？	0
70		4	安卡希雅病号服			薇蒂雅？	0
71		5	薇蒂雅病号服			安卡希雅……	0
72		4	安卡希雅病号服			你这是在……潜行游戏扮演？	0
73		5	薇蒂雅病号服			……不是……我……抱歉……	0
74		0				安卡希雅歪了歪脑袋，似乎发现了什么，好奇从拐角探过头去，很快发现了一幅绝景。	0
75		6	安卡希雅病号服			可恶，我居然差点错过了这样的画面。	0
76		0				突然的既视感浮上心头——	0
77		6	安卡希雅病号服			决定了，今晚再把虹色相簿看一遍。	0
78		0				带着恶趣味念叨着，安卡希雅缩回脑袋的时候，身边的薇蒂雅已经不见了踪影，只有两张被捏得皱巴巴的电影票掉在地上。	0
79		6	安卡希雅病号服			啊这……	0
