xxx_1871417976	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		6	薇蒂雅			你明天还会这么喜欢我吗？	0
2		0	分析员			不一定。	0
3		6	薇蒂雅			为什么？是我让你感到厌烦了吗？	0
4		0	分析员			不，因为明天我会比今天更加喜欢你。	0
5		6	薇蒂雅			咔！	0
6		6	薇蒂雅			分析员，您辛苦了。	0
7		0	分析员			怎么样，这次的镜头，满意了吗？	0
8		0				那次“坦白”过后，薇蒂雅可以更加坦率的邀请我了。	0
9		0				我也会尽力抽出时间来陪伴她。最近她说自己在筹备一场爱情电影的拍摄计划，但始终没确定男女主角的人设。希望我和她多搭几场戏，确定下感觉。	0
10		0				差不多半个月的时间，傲娇、高冷、软萌……很多系的情侣我们都尝试扮演过。今天我们扮演的是被爱情脑堆满的笨蛋情侣，会在各种词句上厮磨纠缠的那种。	0
11		0				为了记下那些会令人脑回路更加坎坷的台词，我竭尽全力。	0
12		0				可惜看薇蒂雅的表情，似乎对今天的这场戏依旧不太满意。或许这就是热爱艺术之人的自我追求？	0
13		6	薇蒂雅			该怎么说呢。	0
14		6	薇蒂雅			不知道是不够深情，还是不够自然，总觉得差了些东西。	0
15		0				她说着，不由失落地垂下脑袋，像是在呢喃着什么。	0
16		6	薇蒂雅			……试了这么多场戏，还是没能确定分析员更喜欢怎样性格的女孩。这样下去，到底要到哪天才能和分析员一起体验重要的日子……	0
17		0	分析员			薇蒂雅，你刚才在说什么？	0
18		6	薇蒂雅			……您，您听错了，我什么都没说。	0
19		0	分析员			是吗。不过你刚才说不够深情，不够自然的意思是……指我的表演有问题吗？	0
20		6	薇蒂雅			啊，我不是说分析员您的表演有问题，我只是……	0
21		0	分析员			没关系。我的表演有问题也是理所当然的事情，毕竟不是专业演员出身。	0
22		6	薇蒂雅			其实分析员的表演很好，可能只是没进入状态。	0
23		6	薇蒂雅			不只是这次，前几次拍摄也一样，拍出来好像都会有种分析员是隔着屏幕在和角色对话的感觉……	0
24		6	薇蒂雅			总之，和您平常与我说话的状态，感觉很不一样。	0
25		0	分析员			因为是要扮演戏中的角色，所以状态肯定会和平常会不同吧。	0
26		6	薇蒂雅			不是这个意思……抱歉，我一下子也想不到该怎么描述。	0
27		0	分析员			我大概能理解。我对薇蒂雅扮演的角色不熟悉，但是对薇蒂雅很熟悉，这种熟悉的割裂感或许也是薇蒂雅觉得拍出来感觉不对的原因之一？	0
28		6	薇蒂雅			熟悉我……而不是我扮演的角色……	0
29		0				不知为何，在我说完这番话后，薇蒂雅呆呆抓着摄像机，像是愣在了原地。我叫了她名字几次，她才好像有些恍惚的回过神来。	0
30		0				虽然过去经常会见到薇蒂雅走神，但我确切认识到她这次走神与过去不太一样。	0
31		0				这样想来……好像从那天过后，薇蒂雅的状态就变得怪怪的。	0
32		0	分析员			话说，这段时间的扮演，薇蒂雅会觉得开心吗？	0
33		6	薇蒂雅			……分，分析员为什么会这么问？？	0
34		0	分析员			或许是觉得薇蒂雅和过去相比状态有些不对？	0
35		6	薇蒂雅			是……是我做了什么不好的事情吗？？	0
36		0	分析员			倒不是做了什么不好的事。只是你最近总是在扮演，琢磨戏里的角色，好像压力很大。	0
37		0	分析员			明明之前的薇蒂雅经常会像是想到什么一个人发笑，或者是捧着脸颊像是很沉浸的样子，看上去更加无忧无虑一些。	0
38		0	分析员			太久没看到薇蒂雅那副可爱模样，反而让我有些不习惯了。	0
39		6	薇蒂雅			咦？？咦？？！可……可爱？？	0
40		6	薇蒂雅			那，那是因为！！……呜。	0
41		0	分析员			薇蒂雅，怎么了吗？	0
42		6	薇蒂雅			没，没什么。我突然想明白了一件事情，需要立马去做。	0
43		0	分析员			有了新的灵感？	0
44		6	薇蒂雅			分析员要这样理解也没错。	0
45		6	薇蒂雅			请问，您今天晚上还有空余的时间吗？	0
46		0	分析员			有是有，不过……	0
47		6	薇蒂雅			那么，今晚分析员可以来我的房间看电影吗？	0
48		0	分析员			电影？	0
49		6	薇蒂雅			是的。我想请您一起看那天没能看完的电影。	0
50		0				那天安抚薇蒂雅睡着后，我和薇蒂雅又约过其他的时间在她的房间里一起看电影。各种类型的电影我们都有看过，唯独没有那天我传给薇蒂雅的那部。	0
51		0	分析员			薇蒂雅之前说的是……那部电影应该是要等到重要的日子邀请我一起看吧？	0
52		0				我迅速回忆薇蒂雅的档案信息，确认她的生日不在今天。可如果不是她的生日，今天是什么重要的日子？	0
53		6	薇蒂雅			是的，重要的日子。我已经明白，分析员会喜欢什么样的了。	0
54		6	薇蒂雅			原来……根本不需要……我刻意去扮演谁……	0
55		0	分析员			抱歉，我有些不太明白。	0
56		6	薇蒂雅			您不明白也没关系。晚上见，分析员。	0
57		6	薇蒂雅			斯哈……总之……我会……嘿嘿……	0
58		0				我突然听到薇蒂雅发出奇怪的声音，她好像是突然恢复了过去的状态，双手捧着被染红的脸颊，好像嘴角也带上了些许……令人感觉到微妙危险的晶莹。	0
59		6	薇蒂雅			必须抓紧时间确认才行。	0
60		0	分析员			确认什么？？	0
61		6	薇蒂雅			今天晚上，我会努力的。	0
62		0	分析员			努力？你要努力什么？？	0
63		0				我尝试理解。可我不曾知晓，今夜等待我的是一个不眠之夜。	0
64		0				这个夜晚会热切的像是唇舌与身心在与龙舌兰那样狂烈酒精的缠绵。	0
64_1		0				我将体验到隐于那款烈酒下波涛汹涌般的激烈，感受到那醇厚的刺激，在那余韵中回味那浸润身心的香甜。	0
65		0	薇蒂雅病号服			分析员。	0
66		0	分析员			薇……蒂雅	0
67		0				朦胧的夜色间，在那比月色还要皎洁，比牛奶还要白皙的肌体包容中。我凝视少女摘下眼镜后澄澈如紫罗兰的双眼。她的瞳孔里，映满我的身形。	0
68		0	薇蒂雅病号服			还记得那天我们说过什么吗？	0
69		0	薇蒂雅病号服			无论您让我做什么……无论让我回答什么……	0
70		0	薇蒂雅病号服			我都会是那个答案。	0
71		0	薇蒂雅病号服			我愿意。	0
72		0	薇蒂雅病号服			……直至生命的尽头。	0
73		0				我知道她在期待什么。	0
