xxx_1091493790	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		0				炸响的火光之间，庞然的巨物悲鸣着沉入海底。	0
2		0				我最后看了一眼那场伟岸沉没的收尾，看着它连带原本坍塌到海面的断桥一并吞没，才回过头来。	0
3		0				此刻我与薇蒂雅正位于距离海面接近八十米的高空，爬上了海上大桥的断面。	0
4		0				看着眼前近在咫尺的桥面，我一只手攀上断裂的边沿，身体的核心猛地发力，率先一步爬上了桥面，然后伸手将跟在身后的薇蒂雅一齐拉了上来。	0
5		0	分析员战斗			哈……结束了啊。	0
6		0				我呈大字仰倒在桥面。	0
7		0				虽然身后垫着的是冰凉的地板，但是压在我身上的，却是丰盈的香气与柔软。	0
8		9	薇蒂雅天鹅座		Play_Vo_dlc28ep8_girl018_01	分析员。	0
9		0				她像是小猫一样，用脸颊蹭着我的胸膛。	0
10		0				少女黑色的发丝扫过我的脖颈，带着令人内心发痒的香味。	0
11		0				乌云渐渐散开，光线一点点洒落。	0
12		0				光影之间，我和她一起从地上爬起。不过薇蒂雅并不曾离开对我的依偎。	0
13		0				在我的怀抱中，她欣喜地仰起笑脸。	0
14		6	薇蒂雅天鹅座		Play_Vo_dlc28ep8_girl018_02	分析员，我做到啦，对吧？	0
15		0				眼镜下，紫罗兰一样美丽的瞳孔，带着无限的期待，期待我的答复。	0
16		0				在这个属于她的舞台，她闪着光亮，是无可挑剔的女主。	0
17		0	分析员战斗			是啊。	0
18		0	分析员战斗			辛苦了，薇蒂雅。	0
19		0				我伸手抚摸着她的脸颊，她的发丝。	0
20		6	薇蒂雅天鹅座		Play_Vo_dlc28ep8_girl018_03	嘿嘿~	0
21		6	薇蒂雅天鹅座		Play_Vo_dlc28ep8_girl018_04	那么，回去之后，分析员会给我怎样的奖励呢……	0
22		6	薇蒂雅天鹅座		Play_Vo_dlc28ep8_girl018_05	是和昨天晚上一样的缠绵吗？	0
23		0				娇柔地捧住自己的脸颊，少女似乎又要迷离在某种期待的幻想之中。	0
24		0				我的脸上浮现一丝无奈的意味，可就在这时——	0
25		0				仿佛有某种预感，薇蒂雅好似从我的怀里惊醒，少女的身体顷刻间绷紧。	0
26		0				啪啪啪。	0
27		0				像是跳动的电流音窜过。可是随后，那些电流的声音突兀地消散了，转而替代的，是无比清脆的声音。	0
28		0	埃达·人间体		Play_Vo_dlc28ep8_snaida_01	喂喂喂。	0
29		0	埃达·人间体		Play_Vo_dlc28ep8_snaida_02	埃达号试音，埃达号试音~	0
