xxx_1442391341	A	A	A	A	A	A	A
Key	Flag	Pos	Speaker	RealSpeaker	WwiseEventID	zh_CN	disable
1		0				一段时间后，使用学院高层交付的临时指令，我们打开了污染区实验室的大门，进到了实验室内部。	0
2		0	分析员战斗			就是这里了吧，学院用于存放异变奇物的地方。	0
3		6	芙提雅驰掣		Play_Vo_dlc28ep5_girl004_01	是的，这里的地图芙提雅老师已经载入到自动破案机里了。分析员，接下来我们要往这边走。	0
4		6	自动破案机		Play_Vo_dlc28ep5_poanji_01	分析员哥哥，这边走。	0
5		0	分析员战斗			……	0
6		0				冷不丁响起的机械声音让我和薇蒂雅她们都忍不住一阵沉默。	0
7		6	莉琪		Play_Vo_dlc28ep5_liqi_01	奇怪。	0
8		6	莉琪		Play_Vo_dlc28ep5_liqi_02	我记得我和芙提雅学姐设计程序的时候，好像没有加入这么奇怪的设定才对。	0
9		5	自动破案机		Play_Vo_dlc28ep5_poanji_02	本机擅长学习。	0
10		4	芙提雅驰掣		Play_Vo_dlc28ep5_girl004_02	……芙提雅老师好像确实给它开了最高的学习权限，但是不是什么东西都要你学啦！	0
11		5	自动破案机		Play_Vo_dlc28ep5_poanji_03	请将具体不需要学习的东西写入本机的程序。	0
12		4	芙提雅驰掣		Play_Vo_dlc28ep5_girl004_03	诶，芙提雅老师现在可没空做这种事情……	0
13		5	自动破案机		Play_Vo_dlc28ep5_poanji_04	收到……分析员哥哥，请往这边走。	0
14		4	芙提雅驰掣		Play_Vo_dlc28ep5_girl004_04	……！！！	0
15		0				吵吵闹闹中，我们往前的氛围倒是轻松了不少。	0
16		0				虽然在来实验室的路上受到不少的阻碍，但接下来的一段路，我们倒是走得畅通无阻。	0
17		0				没花几分钟，我们就顺利地找到了编号YX-111观测之刃的储存地。	0
18		0				再次使用临时指令，我们打开了存储异变奇物的箱子。	0
19		0				和之前在照片上看到的一样，这把刀被一块布包裹着。	0
20		0				而且这张灰色的布……我应该在哪里见过一样的。	0
21		0				脑中闪过这个念头，我向着那把小刀伸出手去。	0
22		0				与树污染相关的物品，显然是我来触碰最为安全。	0
23		0				我抓住布包裹的刀柄部分，将小刀拿起，然而在我掀开布上半部覆盖刀的部分后，几道惊讶的声音几乎从我身边同时响起。	0
24		9	芙提雅驰掣		Play_Vo_dlc28ep5_girl004_05	咦……	0
25		9	莉琪		Play_Vo_dlc28ep5_liqi_03	为什么……会没有。	0
26		9	伊切尔		Play_Vo_dlc28ep5_girl016_01	分析员，分析员，伊切尔好像看不到底下的刀！！	0
27		9	薇蒂雅天鹅座		Play_Vo_dlc28ep5_girl018_01	刚才布包裹的形状，底下应该是有东西的才对。	0
28		0	分析员战斗			这就是这把刀的异常性吗？	0
29		0				我分明感觉到，自己切实抓住了这把刀的刀柄。	0
30		0				可我伸出另一只手，去触碰刀刃的部分，摸到的就只有空气。	0
31		0				而此时芙提雅看着我隔着布抓着的刀柄部分，忽然恍然大悟。	0
32		6	芙提雅驰掣		Play_Vo_dlc28ep5_girl004_06	难怪它需要被放在量子科技研究室研究。	0
33		6	芙提雅驰掣		Play_Vo_dlc28ep5_girl004_07	分析员！芙提雅老师可能明白了。	0
34		6	芙提雅驰掣		Play_Vo_dlc28ep5_girl004_08	这个叫作观测之刃的东西，应该是有一旦被观测，就会在物质世界坍缩的特性。	0
35		6	芙提雅驰掣		Play_Vo_dlc28ep5_girl004_09	简单来说，它只要被我们观测到，就会消失。	0
36		0	分析员战斗			只要被观测到，就会消失……所以才要用布包裹着啊。	0
37		0				我将掀开的布包回小刀，果不其然，隔着布我能清晰摸到小刀的实体。	0
38		6	薇蒂雅天鹅座		Play_Vo_dlc28ep5_girl018_02	……！	0
39		6	薇蒂雅天鹅座		Play_Vo_dlc28ep5_girl018_03	分析员，我好像明白了。	0
40		6	薇蒂雅天鹅座		Play_Vo_dlc28ep5_girl018_04	如果被害人……在进一步检查后，还是被认定没有另外的死因，那么……她的真正死因说不定……	0
41		0	分析员战斗			是啊。	0
42		0	分析员战斗			正因为这把刀隐藏的秘密，所以我们在进入实验室的路上受到了不少阻碍。	0
43		0				只要我们摸清楚了这把刀的特性，不少谜题就自动在我们面前被解开了。	0
44		0				不过，这个案件，还没有完全结束。	0
45		0				锁定凶手，知道凶手是用了什么方法杀死被害人是一回事。	0
46		0				怎么证明是凶手杀的人，发掘出对方的动机，找出这事件背后隐藏的一些信息，又是另外一回事。	0
47		0				砰！	0
48		9	自动破案机		Play_Vo_dlc28ep5_poanji_05	警告！警告！	0
49		0				就在这时，实验室的一角，自动破案机发出凄惨的警报声。	0
50		0				我迅速将观测之刃放入小型的异变奇物保险柜，和薇蒂雅她们将莉琪保护在中央，进行戒备。	0
51		0				可在数秒的警戒过后，都没有任何异常发生。	0
52		0				转头看去，在不远处的地板上，自动破案机悲惨地挣扎着，然而不论它怎么做，都无法从地板上爬起。	0
53		9	自动破案机		Play_Vo_dlc28ep5_poanji_06	……警告！警告！	0
54		9	自动破案机		Play_Vo_dlc28ep5_poanji_07	有东西绊倒了本机。	0
55		9	自动破案机		Play_Vo_dlc28ep5_poanji_08	需要好心人的帮助。	0
56		0	分析员战斗			……	0
57		0				我走过去，将地上的机器人扶起。	0
58		0	分析员战斗			你没事吧？	0
59		6	自动破案机		Play_Vo_dlc28ep5_poanji_09	系统自检完成，是一点事都没有的没有一点事！	0
60		6	自动破案机		Play_Vo_dlc28ep5_poanji_10	谢谢分析员哥哥。	0
61		0				你真想谢谢我就别这样称呼我了。	0
62		0				我很想这么吐槽。	0
63		0				这时我也发现了它平地摔的原因，四周的地板几乎被杂物掩埋了。	0
64		0				而等我站起身来的时候，忽然发现，薇蒂雅正双手捧着脸颊，直直盯着我不动。	0
65		0	分析员战斗			薇蒂雅，怎么了吗？	0
66		6	薇蒂雅天鹅座		Play_Vo_dlc28ep5_girl018_05	没，没什么……	0
67		6	薇蒂雅天鹅座		Play_Vo_dlc28ep5_girl018_06	如果我摔倒了，分析员也能这么扶我起来吗？	0
68		0	分析员战斗			这不是肯定的事情吗？	0
69		6	薇蒂雅天鹅座		Play_Vo_dlc28ep5_girl018_07	嘿，嘿~我知道了。	0
70		0				薇蒂雅脸颊上的红晕一下子变得更深。	0
